Timestamp,ID,Label,Confidence,BBox_Position_X,BBox_Position_Y,BBox_Size_X,BBox_Size_Y,BBox_Size_Z,BBox_Yaw,Velocity_X,Velocity_Y,Tracking_Status
1633705230507,351446,4,0.2800000012,-11.35196686,6.59838438,4.865259171,1.994039774,1.951416492,4.799787045,0.09923217446,-3.192803383,1
1633705230642,351406,1,0.6661931872,-9.369665146,-6.255385876,2.239341736,5.980373859,1.131897926,6.029771805,0.04919591546,2.87E-06,3
1633705230642,351421,1,0.7980291247,-4.272603035,-9.032883644,1.9609375,4.771789551,1.166623116,5.99266243,0.02682164125,-1.03E-07,3
1633705230642,351446,1,0.5734197497,-11.34514809,5.783811569,5.46875,2.142578125,1.947043657,4.635733128,-0.2939634025,-4.071772099,3
1633705230741,351406,1,0.6661931872,-9.334451675,-6.290684223,2.25390625,5.956555367,1.123135567,6.054185867,0.02815705538,2.65E-07,3
1633705230741,351421,1,0.7980291247,-4.277049541,-8.993247032,1.956054688,4.75164175,1.179940224,6.04734993,0.03685192764,5.94E-07,3
1633705230741,351446,1,0.5434197783,-11.45587635,6.211927891,5.129653931,2.075472355,1.955934048,4.635733128,-0.6574129462,-2.816566944,3
1633705230865,351406,1,0.6661931872,-9.301582336,-6.284853458,2.25039053,5.955821514,1.123190403,6.049303055,0.01729780808,3.28E-07,3
1633705230865,351421,1,0.7980291247,-4.279639244,-8.997420311,1.952441454,4.735071182,1.155817986,6.057115555,0.02332589403,9.77E-08,3
1633705230865,351446,1,0.513419807,-11.51694012,5.936526299,4.798639297,1.991856813,1.960344315,4.537855625,-0.6620947123,-2.745677471,3
1633705230986,351406,1,0.6661931872,-9.308122635,-6.301939964,2.250156164,5.951645851,1.155422211,6.063951492,0.01560266688,2.05E-07,3
1633705230986,351421,1,0.7980291247,-4.221691132,-9.037641525,1.950361371,4.731095314,1.117396832,6.03563118,0.03710867092,-5.35E-07,3
1633705230986,351446,1,0.4834198058,-11.63097763,5.645956993,4.545199871,1.925986528,1.971623421,4.537855625,-0.7370080352,-2.738635778,3
1633705231090,351406,1,0.6661931872,-9.303887367,-6.337649822,2.25390625,5.94921875,1.128705025,6.04344368,0.02113618329,2.00E-07,3
1633705231090,351421,1,0.7980291247,-4.24602747,-8.990737915,1.940739989,4.697421551,1.155315399,6.03172493,0.01100085583,7.25E-08,3
1633705231090,351446,1,0.4234198034,-11.56102657,4.593026161,4.022873878,1.641479492,2.004052639,4.537855625,-0.5375114083,-3.23638773,3
1633705231193,351406,1,0.6661931872,-9.303887367,-6.337649822,2.25390625,5.94921875,1.128705025,6.04344368,0.02113618329,2.00E-07,3
1633705231193,351421,1,0.7980291247,-4.24602747,-8.990737915,1.940739989,4.697421551,1.155315399,6.03172493,0.01100085583,7.25E-08,3
1633705231193,351446,1,0.4234198034,-11.56102657,4.593026161,4.022873878,1.641479492,2.004052639,4.537855625,-0.5375114083,-3.23638773,3
1633705231306,351406,1,0.6661931872,-9.303448677,-6.338301182,2.245117188,5.935742378,1.168123245,6.040513992,0.02311091125,6.51E-07,3
1633705231306,351421,1,0.7980291247,-4.267289639,-8.945267677,1.958007813,4.675575733,1.147525787,6.032701492,0.04098039865,3.70E-07,3
1633705231306,351446,1,0.695933938,-11.7398386,2.507840395,4.8671875,2.083984375,2.01122427,4.37499094,-0.4534976184,-4.531003952,3
1633705231418,351406,1,0.6715198755,-9.308296204,-6.303041458,2.239550829,5.914433956,1.136024475,6.03172493,0.03166192025,9.88E-07,3
1633705231418,351421,1,0.7980291247,-4.237404346,-8.959780693,1.956933618,4.674033642,1.151797771,6.010240555,0.02300566621,-1.07E-07,3
1633705231418,351446,1,0.695933938,-11.83580494,1.930266738,4.8828125,2.099609375,2.032121181,4.42967844,-0.6487916112,-5.057474136,3
1633705231550,351406,1,0.6715198755,-9.310614586,-6.289573669,2.238251925,5.912053108,1.161757469,6.054185867,0.02614879422,6.58E-07,3
1633705231550,351421,1,0.7980291247,-4.24514389,-8.94601059,1.955478549,4.67147398,1.133682251,6.05125618,0.01546021923,6.64E-08,3
1633705231550,351446,1,0.6659339666,-11.88794327,2.505384207,4.470273972,1.900885582,1.983482838,4.42967844,-0.6959380507,-4.038451672,3
1633705231665,351406,1,0.6728515625,-9.330413818,-6.245802402,2.229856491,5.857175827,1.122610092,6.03563118,0.03116468713,1.11E-06,3
1633705231665,351421,1,0.7980291247,-4.26644659,-8.940751076,1.953876019,4.667607784,1.16511488,6.010240555,0.03166075796,1.18E-07,3
1633705231665,351446,1,0.6659339666,-11.92497826,2.322087288,4.470273972,1.900885582,1.983482838,4.48263979,-0.9332481623,-3.990296841,4
1633705231796,351406,1,0.6728515625,-9.336868286,-6.283455372,2.24609375,6.0078125,1.12783432,6.063951492,0.0246431604,1.74E-07,3
1633705231796,351421,1,0.7980291247,-4.278803825,-8.983978271,1.944729328,4.67578125,1.368909836,6.03953743,0.02134061232,-3.09E-07,3
1633705231796,351446,1,0.6659339666,-11.99621582,2.079491138,4.470273972,1.900885582,1.983482838,4.371845722,-1.368721247,-3.862645149,4
1633705231891,351406,1,0.6728515625,-9.26219368,-6.301405907,2.244531155,6.001953125,1.1298666,6.053209305,0.04970311373,-3.53E-08,3
1633705231891,351421,1,0.7980291247,-4.279404163,-8.97456646,1.943029881,4.67226553,1.170894623,6.029771805,0.03222417086,-5.73E-08,3
1633705231891,351446,1,0.6659339666,-12.08031273,1.863827586,4.470273972,1.900885582,1.983482838,4.30975008,-1.605784297,-3.770262718,4
1633705232012,351406,1,0.6728515625,-9.312838554,-6.288949013,2.240781069,5.974804878,1.127543926,6.048326492,0.02639142051,3.36E-07,3
1633705232012,351421,1,0.7980291247,-4.260539055,-9.009598732,1.939156532,4.657382965,1.168884277,6.018053055,0.03583233431,-6.44E-07,3
1633705232012,351446,1,0.6659339666,-12.20609665,1.590193748,4.470273972,1.900885582,1.983482838,4.253963947,-1.813502073,-3.674865246,4
1633705232122,351406,1,0.6728515625,-9.312178612,-6.284190655,2.298828125,6.171875,1.17425251,6.041490555,0.02713545226,2.86E-07,3
1633705232122,351421,1,0.7980291247,-4.233781338,-9.022979736,1.955078125,4.80078125,1.235498428,6.040513992,0.0441561453,-6.39E-07,3
1633705232122,351446,1,0.6659339666,-12.36502075,1.288965702,4.470273972,1.900885582,1.983482838,4.200125217,-2.008632183,-3.571949005,4
1633705232240,351406,1,0.6728515625,-9.312058449,-6.301686764,2.29082036,6.134765625,1.1298666,6.046373367,0.02386829443,-1.37E-08,3
1633705232240,351421,1,0.7980291247,-4.262774467,-9.008777618,1.952734351,4.79335928,1.165366173,6.005357742,0.03517175093,1.49E-07,3
1633705232240,351446,1,0.6659339666,-12.56260967,0.9605798721,4.470273972,1.900885582,1.983482838,4.140915394,-2.216485023,-3.446827412,4
1633705232358,351406,1,0.6728515625,-9.292351723,-6.308369637,2.282636642,6.100195408,1.168477058,6.052232742,0.03114104085,-2.57E-09,3
1633705232358,351421,1,0.7980291247,-4.273855686,-8.984039307,1.950917959,4.771054745,1.165617943,5.985826492,0.03047049418,4.59E-07,3
1633705232358,351446,1,0.6659339666,-12.7391243,0.7005069852,4.470273972,1.900885582,1.983482838,4.089642048,-2.390224218,-3.328701258,4
1633705232468,351406,1,0.6866122484,-9.304235458,-6.310922623,2.273318291,6.066738129,1.1298666,6.041490555,0.03138458356,4.31E-08,3
1633705232468,351421,1,0.7980291247,-4.200200081,-9.013216972,1.944888711,4.743949413,1.145013332,6.05125618,0.03909187764,-3.91E-07,3
1633705232468,351446,1,0.6659339666,-12.93130493,0.4487621784,4.470273972,1.900885582,1.983482838,4.027945042,-2.590914965,-3.174993753,4
1633705232583,351406,1,0.6866122484,-9.32848835,-6.33121109,2.2890625,6.063189507,1.218085289,6.03563118,0.02398086339,-1.72E-07,3
1633705232583,351421,1,0.7980291247,-4.210713387,-8.966422081,1.941610813,4.730101585,1.516626835,6.038560867,0.04719250277,1.10E-06,3
1633705232699,351406,1,0.6866122484,-9.279306412,-6.319646835,2.283203125,6.048276901,1.129576206,6.073717117,0.02986521646,1.14E-07,3
1633705232699,351421,1,0.7980291247,-4.254624367,-9.006487846,1.940906763,4.726622581,1.118244171,6.03953743,0.02258335054,-4.66E-07,3
1633705232800,351406,1,0.6866122484,-9.295138359,-6.298788548,2.270077944,6.002307415,1.122610092,6.037584305,0.0264470689,9.17E-08,3
1633705232800,351421,1,0.7980291247,-4.223234653,-8.981633186,1.935708642,4.74609375,1.233270168,6.02391243,0.02953033336,1.78E-07,3
1633705232903,351406,1,0.6866122484,-9.286371231,-6.307262897,2.258499861,5.951295376,1.139029026,6.075670242,0.02058436535,-1.10E-08,3
1633705232903,351421,1,0.7980291247,-4.219975471,-8.992984772,1.950195313,4.744921684,1.136706829,6.007310867,0.02932030521,-9.17E-08,3
1633705233024,351406,1,0.6866122484,-9.263059616,-6.27187252,2.251790524,5.936244011,1.15998888,6.061998367,0.03175145388,4.27E-07,3
1633705233024,351421,1,0.7980291247,-4.219045162,-8.997320175,1.947949171,4.739179611,1.111496925,6.02000618,0.02234745212,-7.47E-08,3
1633705233145,351406,1,0.6866122484,-9.293348312,-6.277668476,2.25390625,5.934025764,1.205469131,6.033678055,0.02574465424,9.90E-08,3
1633705233145,351421,1,0.7980291247,-4.257171154,-8.998976707,1.945927739,4.7301054,1.367987633,6.032701492,0.02098965645,-4.49E-08,3
1633705233265,351406,1,0.6866122484,-9.226548195,-6.337822914,2.25214839,5.922654629,1.163614273,6.061998367,0.04861094058,-1.06E-06,3
1633705233265,351421,1,0.7980291247,-4.271509171,-8.960982323,1.943327188,4.707094669,1.491993904,5.995592117,0.02620887198,3.03E-07,3
1633705233365,351406,1,0.6866122484,-9.26009655,-6.302859306,2.2890625,6.0546875,1.181026936,6.042467117,0.03574423492,7.62E-07,3
1633705233365,351421,1,0.7980291247,-4.277443409,-8.965783119,1.940205455,4.693416595,1.128045559,6.010240555,0.01812586747,4.25E-08,3
1633705233497,351406,1,0.6866122484,-9.30483532,-6.303716183,2.280703306,6.043437481,1.157866955,6.046373367,0.01387458481,4.18E-08,3
1633705233497,351421,1,0.7980291247,-4.252479553,-9.033635139,1.936166048,4.671589375,1.532252789,6.025865555,0.04404993355,-7.76E-07,3
1633705233602,351406,1,0.6866122484,-9.289888382,-6.309144974,2.271773577,6.018000126,1.132478714,6.064928055,0.01687930897,1.67E-08,3
1633705233602,351421,1,0.7980291247,-4.250713348,-9.0128479,1.935322881,4.6953125,1.149536133,6.033678055,0.03282080963,2.17E-07,3
1633705233705,351406,1,0.6866122484,-9.3427248,-6.291904926,2.26529932,5.999794006,1.137993336,6.038560867,0.005842554383,3.73E-08,3
1633705233705,351421,1,0.7980291247,-4.269398689,-9.004907608,1.930364847,4.671875,1.5023489,6.054185867,0.02466579527,1.74E-07,3
1633705233817,351406,1,0.656612277,-9.469221115,-7.55349493,5.442385197,2.150522947,1.128705025,5.235987186,0.2782110572,-0.5303599834,3
1633705233817,351421,1,0.7980291247,-4.237360001,-8.943933487,1.926390886,4.65625,1.402117252,6.052232742,0.03320229053,8.94E-07,3
1633705233817,351448,4,0.2800000012,-9.134988785,-3.83969593,0.9507689476,0.5896058083,1.111800194,6.108652592,0,0,1
1633705233921,351406,1,0.656612277,-9.370545387,-6.81804657,2.21875,5.80078125,1.184335709,6.050279617,0.2132756263,-0.0918430388,3
1633705233921,351421,1,0.7980291247,-4.26427412,-8.997898102,1.927734375,4.653906345,1.146520615,6.056138992,0.02528063953,-4.83E-07,3
1633705234024,351406,1,0.656612277,-9.373595238,-6.522928238,2.21835947,5.8203125,1.163249969,6.049303055,0.1169453114,-0.01729560643,3
1633705234024,351421,1,0.7980291247,-4.274988651,-8.979884148,1.925390601,4.652578354,1.488405704,6.00438118,0.0110143004,2.34E-09,3
1633705234128,351406,1,0.656612277,-9.355373383,-6.334580898,2.214492321,5.809374809,1.162715435,6.03953743,0.06702440232,-0.003341003321,3
1633705234128,351421,1,0.7980291247,-4.239249229,-8.953689575,1.927734375,4.649820328,1.489219666,6.017076492,0.03023302369,1.68E-07,3
1633705234243,351406,1,0.656612277,-9.348285675,-6.282247543,2.248046875,5.984375,1.206520081,6.046373367,0.03954196721,-0.0005176577251,3
1633705234243,351421,1,0.7980291247,-4.206720829,-9.020938873,1.947265625,4.71484375,1.433930874,6.056138992,0.03088807873,-8.80E-07,3
1633705234338,351406,1,0.6266123056,-9.428134918,-6.114177227,5.854752541,2.961036205,1.135961533,1.91986227,0.01900556684,0.117706582,3
1633705234338,351421,1,0.7980291247,-4.251651287,-8.930744171,1.942968726,4.693359375,1.505047798,6.034654617,0.04309288785,1.59E-06,3
1633705234461,351406,1,0.6266123056,-9.355389595,-6.178871632,2.885830879,5.849355221,1.161757469,6.054185867,0.0621480085,0.03712368384,3
1633705234461,351421,1,0.7980291247,-4.211689949,-9.012173653,1.939882755,4.684570313,1.229300976,6.045396805,0.03395938873,-1.37E-06,3
1633705234583,351406,1,0.6266123056,-9.328598976,-6.242629051,2.817364931,5.844497681,1.161049843,6.054185867,0.04225730896,0.008740478195,3
1633705234583,351421,1,0.7980291247,-4.195784092,-9.043276787,1.942382813,4.734375,1.321377754,6.06688118,0.04405233264,-1.45E-06,3
1633705234696,351406,1,0.6586470604,-9.302585602,-6.275666237,2.710659504,5.984375,1.1620574,6.05125618,0.02470880747,0.0007333133835,3
1633705234696,351421,1,0.8020241261,-4.202763557,-9.013690948,1.950195313,4.722578049,1.212587833,6.041490555,0.03533501923,3.49E-07,3
1633705234814,351406,1,0.6586470604,-9.269620895,-6.298424244,2.662249804,5.966796875,1.159466743,6.071763992,0.02539683133,0.0002823261602,3
1633705234814,351421,1,0.8020241261,-4.19316864,-8.985916138,1.947167993,4.715164185,1.34844923,6.03953743,0.02562744915,5.19E-07,3
1633705234941,351406,1,0.6586470604,-9.353115082,-6.307114124,2.623954535,6.078125,1.1298666,6.02000618,0.03902725875,0.0001579282543,3
1633705234941,351421,1,0.8020241261,-4.24708271,-8.955993652,1.94639647,4.704194546,1.224556923,6.041490555,0.02891877294,5.89E-07,3
1633705235077,351406,1,0.6586470604,-9.32748127,-6.310441971,2.586168528,6.057031155,1.124351501,6.04734993,0.0357555151,4.80E-05,3
1633705235077,351421,1,0.8020241261,-4.267004967,-8.925250053,1.945213795,4.689243793,1.157828331,6.017076492,0.04397028685,1.02E-06,3
1633705235171,351406,1,0.6586470604,-9.317939758,-6.292400837,2.547668934,6.038046837,1.128372669,6.061998367,0.02883746102,9.93E-06,3
1633705235171,351421,1,0.8020241261,-4.237228394,-8.952135086,1.965820313,4.686335087,1.546092987,6.014146805,0.02653031424,-2.27E-07,3
1633705235298,351406,1,0.6586470604,-9.30436039,-6.256186485,2.482439995,5.985739708,1.130232334,6.021959305,0.05216494948,-7.91E-06,3
1633705235298,351421,1,0.8020241261,-4.22826767,-8.96632576,1.951122999,4.665540695,1.371215343,6.042467117,0.02275395393,-9.46E-08,3
1633705235419,351406,1,0.6586470604,-9.309281349,-6.290989876,2.463102341,5.980915546,1.136672974,6.045396805,0.03547411412,-7.54E-06,3
1633705235419,351421,1,0.8020241261,-4.24161911,-8.967823982,1.94692862,4.653283596,1.449494362,6.03563118,0.01628240943,-3.34E-08,3
1633705235540,351406,1,0.6586470604,-9.31133461,-6.284970284,2.438667059,5.964855194,1.160359383,6.053209305,0.02079212666,-4.31E-06,3
1633705235540,351421,1,0.8020241261,-4.225748062,-8.929769516,1.946474075,4.641470909,1.164361477,6.033678055,0.04738228768,4.91E-07,3
1633705235667,351406,1,0.6586470604,-9.311405182,-6.263357639,2.42019105,5.959775925,1.139258385,6.053209305,0.02738302946,-4.99E-06,3
1633705235667,351421,1,0.8020241261,-4.201686382,-8.973175049,1.944600105,4.633183002,1.149847031,6.03953743,0.03904168308,-1.03E-06,3
1633705235802,351406,1,0.6586470604,-9.349967957,-6.27441597,2.402781248,5.984375,1.218363762,6.057115555,0.03515901044,-5.86E-06,3
1633705235802,351421,1,0.8020241261,-4.192512989,-8.989753723,1.965820313,4.71484375,1.176324844,6.061021805,0.03427052498,-7.04E-07,3
1633705235894,351406,1,0.6586470604,-9.301218987,-6.296701431,5.942851543,2.363440514,1.163593769,1.330078125,0.1408791095,0.5004734993,3
1633705235894,351421,1,0.8020241261,-4.194663525,-9.013259888,1.960400343,4.78125,1.376057148,6.033678055,0.04138679057,6.24E-08,3
1633705236013,351406,1,0.6586470604,-9.308789253,-6.308990479,5.923956871,2.347213745,1.164233208,1.309570313,0.06316191703,0.2584351301,3
1633705236013,351421,1,0.8020241261,-4.228173733,-9.043691635,1.958305597,4.80859375,1.150038719,6.054185867,0.04080320895,-9.06E-07,3
1633705236121,351406,1,0.6586470604,-9.307492256,-6.295134068,2.333390713,5.909295559,1.145365715,6.04734993,0.108834751,0.05872565508,3
1633705236121,351421,1,0.8020241261,-4.202696323,-8.978061676,1.954076648,4.786328316,1.367340565,6.042467117,0.03337329254,1.12E-06,3
1633705236256,351406,1,0.6586470604,-9.271248817,-6.287268639,2.318996906,5.893756866,1.203015804,6.052232742,0.07775061578,0.01399541926,3
1633705236256,351421,1,0.8020241261,-4.19248867,-8.952993393,1.947731495,4.763164043,1.133419037,6.022935867,0.03952013329,1.05E-06,3
1633705236370,351406,1,0.6586470604,-9.296330452,-6.341623783,2.31072998,5.89109993,1.161817551,6.054185867,0.05775313079,0.003387581324,3
1633705236370,351421,1,0.8020241261,-4.227664948,-8.962731361,1.965820313,4.762238503,1.43599081,6.05125618,0.03350666538,1.55E-07,3
1633705236473,351406,1,0.6586470604,-9.303416252,-6.343491077,2.30153203,5.9140625,1.207921982,6.069810867,0.07372029871,-0.06336734444,3
1633705236473,351421,1,0.8020241261,-4.260822773,-8.947137833,1.959667921,4.730545998,1.47895956,6.001451492,0.02022126503,2.24E-07,3
1633705236590,351406,1,0.6586470604,-9.308732986,-6.323864937,2.289347649,5.885937691,1.198810577,6.038560867,0.05631137267,-0.01598793641,3
1633705236590,351421,1,0.8020241261,-4.272090912,-8.960494995,1.953837872,4.722335339,1.145515442,6.046373367,0.04196028411,-2.01E-08,3
1633705236697,351406,1,0.6586470604,-9.319255829,-6.275382996,2.278687954,5.9609375,1.135091305,6.042467117,0.02530543506,-0.001162566943,3
1633705236697,351421,1,0.8020241261,-4.252358913,-8.945414543,1.942569613,4.690560341,1.375826359,6.030748367,0.04706853628,-1.29E-06,3
1633705236806,351406,1,0.6586470604,-9.372056007,-6.279049397,2.277576923,6.03125,1.12783432,6.018053055,0.03776147217,-0.0007960574585,3
1633705236806,351421,1,0.8020241261,-4.23174715,-8.998463631,1.947265625,4.71484375,1.162351131,6.022935867,0.0259201806,-1.39E-06,3
1633705236944,351406,1,0.6586470604,-9.315186501,-6.299731255,2.273842573,6.021874905,1.132478714,6.046373367,0.03921893612,-0.000447709288,3
1633705236944,351421,1,0.8020241261,-4.222826958,-9.018726349,1.945996046,4.71132803,1.438508511,6.00438118,0.03493438289,-1.12E-06,3
1633705237038,351406,1,0.6586470604,-9.312250137,-6.38489151,2.272630215,6.011093616,1.125178337,6.037584305,0.05517131835,-0.0003866583575,3
1633705237038,351421,1,0.8020241261,-4.238709927,-9.045780182,1.958007813,4.7734375,1.350156784,6.005357742,0.04389566928,-1.21E-06,3
1633705237162,351406,1,0.6586470604,-9.312839508,-6.320822716,2.266851664,5.992015362,1.130446911,6.04344368,0.02490907721,-0.0001315836998,3
1633705237162,351421,1,0.8020241261,-4.225255489,-9.056113243,1.95615232,4.80859375,1.196783543,6.03953743,0.05179305002,-1.01E-06,3
1633705237258,351406,1,0.6586470604,-9.331831932,-6.315676212,2.264971256,5.988907814,1.168212414,6.044420242,0.01828245632,-7.86E-05,3
1633705237258,351421,1,0.8020241261,-4.221469879,-9.002120018,1.95291996,4.790234566,1.132659912,6.017076492,0.02730343491,9.58E-07,3
1633705237378,351406,1,0.6586470604,-9.317519188,-6.390983582,2.261130333,5.967751503,1.172481537,6.044420242,0.06343390793,-0.00024074885,3
1633705237378,351421,1,0.8020241261,-4.238940716,-8.962182999,1.949620128,4.768242359,1.392347813,6.021959305,0.02077297866,6.96E-07,3
1633705237500,351406,1,0.6586470604,-9.351446152,-6.282501698,2.251808405,5.945832253,1.1255126,6.034654617,0.03566389531,-0.0001087063865,3
1633705237500,351421,1,0.8020241261,-4.246498108,-9.040487289,1.953808546,4.754580975,1.362464428,6.036607742,0.05175763741,-9.14E-07,3
1633705237615,351406,1,0.6586470604,-9.326150894,-6.339672565,2.24752593,5.924295902,1.172837734,6.03172493,0.0490530096,-0.0001349653321,3
1633705237615,351421,1,0.8020241261,-4.267433167,-9.015464783,1.955078125,4.745138645,1.097985744,6.021959305,0.04462102428,5.66E-07,3
1633705237720,351406,1,0.6586470604,-9.317354202,-6.264936924,2.247382641,5.9375,1.131317616,6.040513992,0.03975519538,-8.94E-05,3
1633705237720,351421,1,0.8020241261,-4.237320423,-8.986593246,1.951171875,4.733124733,1.203059196,6.013170242,0.02865644358,6.93E-07,3
1633705237835,351406,1,0.628647089,-9.348744392,-6.22603035,2.242563486,5.868732929,1.154361725,5.934119701,0.04385495558,-9.36E-05,3
1633705237835,351421,1,0.8020241261,-4.263706207,-8.994878769,1.948828101,4.725827694,1.377039909,6.01219368,0.03484769538,1.89E-07,3
1633705237961,351406,1,0.628647089,-9.326123238,-6.240843296,2.24609375,5.984375,1.158574104,6.060045242,0.03256241232,-6.29E-05,3
1633705237961,351421,1,0.8020241261,-4.235868454,-8.998044014,1.947402358,4.722776413,1.508646011,6.030748367,0.0230168961,1.36E-08,3
1633705238058,351406,1,0.628647089,-9.29834938,-6.285128117,2.275390625,6.078125,1.131027222,6.036607742,0.02118195221,-3.83E-05,3
1633705238058,351421,1,0.8020241261,-4.243938923,-8.979939461,1.945826173,4.709092617,1.427522182,6.063951492,0.02923459001,2.26E-07,3
1633705238178,351406,1,0.628647089,-9.306980133,-6.282730579,2.268749952,6.04257822,1.129576206,6.052232742,0.01595866121,-2.58E-05,3
1633705238178,351421,1,0.8020241261,-4.228074551,-8.992337227,1.944407582,4.704198837,1.366604805,6.014146805,0.02502728067,-6.01E-08,3
1633705238288,351406,1,0.628647089,-9.310336113,-6.301128387,2.268046856,6.040273666,1.132768631,6.05906868,0.01127038803,-1.66E-05,3
1633705238288,351421,1,0.8020241261,-4.241110325,-8.958445549,1.941177726,4.677528858,1.211658001,5.99656868,0.02727879584,3.66E-07,3
1633705238412,351406,1,0.628647089,-9.344727516,-6.264839172,2.257410765,5.993402958,1.134227753,6.049303055,0.04414337873,-5.37E-05,3
1633705238412,351421,1,0.8020241261,-4.255859375,-8.967247009,1.950195313,4.70664072,1.543231487,6.00828743,0.01782269962,7.11E-09,3
1633705238537,351406,1,0.628647089,-9.324832916,-6.29429388,2.253154039,5.98312521,1.140315533,6.05125618,0.02725358494,-2.93E-05,3
1633705238537,351421,1,0.8020241261,-4.232217312,-8.9874897,1.947167993,4.70003891,1.241597176,6.040513992,0.02766124904,-1.55E-07,3
1633705238623,351406,1,0.628647089,-9.335900307,-6.266919136,2.250494957,5.973875046,1.13306427,6.029771805,0.03083619475,-3.02E-05,3
1633705238623,351421,1,0.8020241261,-4.241373062,-9.033848763,1.965820313,4.7265625,1.144762039,6.01609993,0.05774380267,-1.29E-06,3
1633705238727,351406,1,0.628647089,-9.301071167,-6.21783638,2.248101711,5.963206291,1.130737305,6.049303055,0.0427826792,-3.68E-05,3
1633705238727,351421,1,0.8020241261,-4.206796646,-9.051556587,1.964257836,4.7265625,1.133419037,6.03563118,0.064799577,-1.57E-06,3
1633705238857,351406,1,0.628647089,-9.307448387,-6.218401432,2.244189978,5.946963787,1.131317616,6.046373367,0.04214186594,-3.35E-05,3
1633705238857,351421,1,0.8020241261,-4.234019279,-9.019692421,1.959824204,4.717968941,1.147274494,6.05516243,0.02926064283,6.75E-07,3
1633705238989,351406,1,0.628647089,-9.310261726,-6.257243633,2.279296875,6.0390625,1.137122631,6.040513992,0.03347754851,-2.49E-05,3
1633705238989,351421,1,0.8020241261,-4.243409157,-8.968894958,1.953197241,4.703203201,1.162853718,6.022935867,0.029426191,1.10E-06,3
1633705239095,351406,1,0.6337890625,-9.310605049,-6.265812874,2.274921894,6.00039053,1.130446911,6.036607742,0.04582427442,-2.79E-05,3
1633705239095,351421,1,0.8020241261,-4.278844357,-8.956834793,1.945390582,4.681118011,1.106109619,6.036607742,0.04268100113,5.67E-07,3
1633705239197,351406,1,0.6337890625,-9.350175858,-6.294666767,2.271062613,5.994101524,1.158220291,6.029771805,0.03417988494,-1.91E-05,3
1633705239197,351421,1,0.8020241261,-4.260645866,-8.983511925,1.940988302,4.679021835,1.159838676,6.03953743,0.0351356864,-3.88E-07,3
1633705239314,351406,1,0.6337890625,-9.247657776,-6.305690289,2.262901783,5.959144592,1.132768631,6.033678055,0.06440510601,-3.26E-05,3
1633705239314,351421,1,0.8020241261,-4.214146137,-9.032329559,1.958007813,4.8203125,1.076917648,6.04344368,0.05021356791,-1.65E-06,3
1633705239413,351406,1,0.6337890625,-9.288482666,-6.290584087,2.259658575,5.953464508,1.161757469,6.046373367,0.02400924638,-1.03E-05,3
1633705239413,351421,1,0.8020241261,-4.255561829,-8.993035316,1.957226515,4.809765816,1.142886162,6.037584305,0.03307043761,5.92E-07,3
