Timestamp,Code,Param,Message,,1,Phase Begin Green  (Phase )
1633705159,82,12,Detector On  (Veh Det #12),,,
1633705160,81,12,Detector Off  (Veh Det #12),,,
1633705161,82,11,Detector On  (Veh Det #11),,,
1633705161,9,4,Phase End Yellow Cl  (Phase 4),,,
1633705161,10,4,Phase Begin Red Cl  (Phase 4),,,
1633705162,81,11,Detector Off  (Veh Det #11),,,
1633705162,12,4,Phase Inactive  (Phase 4),,,
1633705162,11,4,Phase End Red Cl  (Phase 4),,,
1633705162,0,2,Phase On  (Phase 2),,,
1633705162,1,2,Phase Begin Green  (Phase 2),,,
1633705162,21,2,Ped Begin Walk  (Ped 2),,,
1633705162,1102,2,Bike Call Off  (Phase 2),,,
1633705162,64,1,Overlap Begin Red Cl  (Overlap  (Overlap A),,,
1633705162,31,1,Barrier Term  (Preceding Phase 1),,,
1633705162,1103,2,Bike Call On  (Phase 2),,,
1633705162,61,1,Overlap Begin Green  (Overlap  (Overlap A),,,
1633705163,90,4,Ped Detector On  (Ped Det #4),,,
1633705163,2,4,Phase Check  (Phase 4),,,
1633705163,45,4,Ped Call Registered  (Ped 4),,,
1633705164,89,4,Ped Detector Off  (Ped Det #4),,,
1633705164,46,4,Phase Omit On  (Phase 4),,,
1633705167,81,2,Detector Off  (Veh Det #2),,,
1633705169,82,11,Detector On  (Veh Det #11),,,
1633705169,82,2,Detector On  (Veh Det #2),,,
1633705170,81,11,Detector Off  (Veh Det #11),,,
1633705170,3,2,Phase Min Complete  (Phase 2),,,
1633705172,81,2,Detector Off  (Veh Det #2),,,
1633705175,82,14,Detector On  (Veh Det #14),,,
1633705175,48,1,Ped Omit On  (Ped 1),,,
1633705175,4,2,Phase Gap Out  (Phase 2),,,
1633705176,81,14,Detector Off  (Veh Det #14),,,
1633705176,82,4,Detector On  (Veh Det #4),,,
1633705176,43,4,Phase Call Registered  (Phase 4),,,
1633705177,46,1,Phase Omit On  (Phase 1),,,
1633705179,82,13,Detector On  (Veh Det #13),,,
1633705179,82,15,Detector On  (Veh Det #15),,,
1633705180,81,13,Detector Off  (Veh Det #13),,,
1633705180,81,15,Detector Off  (Veh Det #15),,,
1633705182,82,14,Detector On  (Veh Det #14),,,
1633705184,81,14,Detector Off  (Veh Det #14),,,
1633705186,82,10,Detector On  (Veh Det #10),,,
1633705186,82,2,Detector On  (Veh Det #2),,,
1633705187,81,10,Detector Off  (Veh Det #10),,,
1633705189,82,13,Detector On  (Veh Det #13),,,
1633705189,81,2,Detector Off  (Veh Det #2),,,
1633705190,81,13,Detector Off  (Veh Det #13),,,
1633705192,4,2,Phase Gap Out  (Phase 2),,,
1633705193,150,5,Coord Cycle State,,,
1633705193,150,1,Coord Cycle State,,,
1633705194,82,10,Detector On  (Veh Det #10),,,
1633705194,82,2,Detector On  (Veh Det #2),,,
1633705195,81,10,Detector Off  (Veh Det #10),,,
1633705197,81,2,Detector Off  (Veh Det #2),,,
1633705200,4,2,Phase Gap Out  (Phase 2),,,
1633705204,22,2,Ped Begin Clearance  (Ped 2),,,
1633705204,42,2,Phase Hold Released  (Phase 2),,,
1633705204,46,2,Phase Omit On  (Phase 2),,,
1633705209,82,14,Detector On  (Veh Det #14),,,
1633705209,82,10,Detector On  (Veh Det #10),,,
1633705210,82,2,Detector On  (Veh Det #2),,,
1633705210,81,10,Detector Off  (Veh Det #10),,,
1633705210,81,14,Detector Off  (Veh Det #14),,,
1633705211,82,14,Detector On  (Veh Det #14),,,
1633705211,82,13,Detector On  (Veh Det #13),,,
1633705212,81,2,Detector Off  (Veh Det #2),,,
1633705212,82,11,Detector On  (Veh Det #11),,,
1633705212,82,2,Detector On  (Veh Det #2),,,
1633705213,81,11,Detector Off  (Veh Det #11),,,
1633705213,82,12,Detector On  (Veh Det #12),,,
1633705213,81,14,Detector Off  (Veh Det #14),,,
1633705214,82,9,Detector On  (Veh Det #9),,,
1633705214,81,12,Detector Off  (Veh Det #12),,,
1633705215,81,9,Detector Off  (Veh Det #9),,,
1633705216,82,10,Detector On  (Veh Det #10),,,
1633705217,81,10,Detector Off  (Veh Det #10),,,
1633705217,82,12,Detector On  (Veh Det #12),,,
1633705218,81,12,Detector Off  (Veh Det #12),,,
1633705218,82,9,Detector On  (Veh Det #9),,,
1633705219,82,16,Detector On  (Veh Det #16),,,
1633705219,82,11,Detector On  (Veh Det #11),,,
1633705219,81,9,Detector Off  (Veh Det #9),,,
1633705219,81,16,Detector Off  (Veh Det #16),,,
1633705219,82,1,Detector On  (Veh Det #1),,,
1633705219,151,4,Coord Phase Yield Pt  (Phase 4),,,
1633705219,7,2,Phase Green Term  (Phase 2),,,
1633705219,8,2,Phase Begin Yellow Cl  (Phase 2),,,
1633705219,2,1,Phase Check  (Phase 1),,,
1633705219,23,2,Ped Begin Don’t Walk  (Ped 2),,,
1633705219,47,2,Phase Omit Off  (Phase 2),,,
1633705219,47,4,Phase Omit Off  (Phase 4),,,
1633705219,49,4,Ped Omit Off  (Ped 4),,,
1633705219,43,1,Phase Call Registered  (Phase 1),,,
1633705219,63,1,Overlap Begin Yellow Cl  (Overlap  (Overlap A),,,
1633705220,151,1,Coord Phase Yield Pt  (Phase 1),,,
1633705220,151,3,Coord Phase Yield Pt  (Phase 3),,,
1633705220,2,2,Phase Check  (Phase 2),,,
1633705220,47,1,Phase Omit Off  (Phase 1),,,
1633705220,49,1,Ped Omit Off  (Ped 1),,,
1633705220,81,11,Detector Off  (Veh Det #11),,,
1633705221,82,9,Detector On  (Veh Det #9),,,
1633705221,81,2,Detector Off  (Veh Det #2),,,
1633705221,81,9,Detector Off  (Veh Det #9),,,
1633705222,82,2,Detector On  (Veh Det #2),,,
1633705223,82,16,Detector On  (Veh Det #16),,,
1633705223,81,2,Detector Off  (Veh Det #2),,,
1633705223,82,12,Detector On  (Veh Det #12),,,
1633705223,9,2,Phase End Yellow Cl  (Phase 2),,,
1633705223,10,2,Phase Begin Red Cl  (Phase 2),,,
1633705223,64,1,Overlap Begin Red Cl  (Overlap  (Overlap A),,,
1633705224,82,2,Detector On  (Veh Det #2),,,
1633705224,81,12,Detector Off  (Veh Det #12),,,
1633705224,12,2,Phase Inactive  (Phase 2),,,
1633705224,11,2,Phase End Red Cl  (Phase 2),,,
1633705224,0,4,Phase On  (Phase 4),,,
1633705224,1,4,Phase Begin Green  (Phase 4),,,
1633705224,21,4,Ped Begin Walk  (Ped 4),,,
1633705224,65,1,Overlap Off  (Overlap  (Overlap A),,,
1633705224,31,1,Barrier Term  (Preceding Phase 1),,,
1633705225,48,4,Ped Omit On  (Ped 4),,,
1633705225,41,2,Phase Hold Active  (Phase 2),,,
1633705225,81,16,Detector Off  (Veh Det #16),,,
1633705226,82,12,Detector On  (Veh Det #12),,,
1633705227,81,12,Detector Off  (Veh Det #12),,,
1633705228,82,15,Detector On  (Veh Det #15),,,
1633705229,81,15,Detector Off  (Veh Det #15),,,
1633705230,82,14,Detector On  (Veh Det #14),,,
1633705230,3,4,Phase Min Complete  (Phase 4),,,
1633705231,81,14,Detector Off  (Veh Det #14),,,
1633705231,82,15,Detector On  (Veh Det #15),,,
1633705231,82,14,Detector On  (Veh Det #14),,,
1633705231,81,15,Detector Off  (Veh Det #15),,,
1633705231,22,4,Ped Begin Clearance  (Ped 4),,,
1633705232,82,15,Detector On  (Veh Det #15),,,
1633705233,81,14,Detector Off  (Veh Det #14),,,
1633705233,81,13,Detector Off  (Veh Det #13),,,
1633705233,81,15,Detector Off  (Veh Det #15),,,
1633705234,82,12,Detector On  (Veh Det #12),,,
1633705235,82,14,Detector On  (Veh Det #14),,,
1633705236,81,14,Detector Off  (Veh Det #14),,,
1633705236,81,12,Detector Off  (Veh Det #12),,,
1633705236,82,14,Detector On  (Veh Det #14),,,
1633705236,82,15,Detector On  (Veh Det #15),,,
1633705237,81,15,Detector Off  (Veh Det #15),,,
1633705238,82,15,Detector On  (Veh Det #15),,,
1633705238,81,15,Detector Off  (Veh Det #15),,,
1633705240,82,15,Detector On  (Veh Det #15),,,
1633705241,81,15,Detector Off  (Veh Det #15),,,
1633705243,82,15,Detector On  (Veh Det #15),,,
1633705244,46,4,Phase Omit On  (Phase 4),,,
1633705244,81,15,Detector Off  (Veh Det #15),,,
1633705249,81,14,Detector Off  (Veh Det #14),,,
1633705251,82,14,Detector On  (Veh Det #14),,,
1633705252,81,14,Detector Off  (Veh Det #14),,,
1633705252,82,14,Detector On  (Veh Det #14),,,
1633705252,23,4,Ped Begin Don’t Walk  (Ped 4),,,
1633705253,81,14,Detector Off  (Veh Det #14),,,
1633705253,81,4,Detector Off  (Veh Det #4),,,
1633705253,44,4,Phase Call Dropped  (Phase 4),,,
1633705255,7,4,Phase Green Term  (Phase 4),,,
1633705255,8,4,Phase Begin Yellow Cl  (Phase 4),,,
1633705255,6,4,Phase Force Off  (Phase 4),,,
1633705255,2,4,Phase Check  (Phase 4),,,
1633705255,43,4,Phase Call Registered  (Phase 4),,,
1633705255,82,4,Detector On  (Veh Det #4),,,
1633705256,81,2,Detector Off  (Veh Det #2),,,
1633705257,46,1,Phase Omit On  (Phase 1),,,
1633705257,81,4,Detector Off  (Veh Det #4),,,
1633705259,9,4,Phase End Yellow Cl  (Phase 4),,,
1633705259,10,4,Phase Begin Red Cl  (Phase 4),,,
1633705259,82,13,Detector On  (Veh Det #13),,,
1633705259,82,4,Detector On  (Veh Det #4),,,
1633705260,81,13,Detector Off  (Veh Det #13),,,
1633705260,12,4,Phase Inactive  (Phase 4),,,
1633705260,11,4,Phase End Red Cl  (Phase 4),,,
1633705260,0,1,Phase On  (Phase 1),,,
1633705260,1,1,Phase Begin Green  (Phase 1),,,
1633705260,61,1,Overlap Begin Green  (Overlap  (Overlap A),,,
1633705260,31,1,Barrier Term  (Preceding Phase 1),,,
1633705264,82,14,Detector On  (Veh Det #14),,,
1633705265,81,14,Detector Off  (Veh Det #14),,,
1633705266,3,1,Phase Min Complete  (Phase 1),,,
1633705268,81,1,Detector Off  (Veh Det #1),,,
1633705268,7,1,Phase Green Term  (Phase 1),,,
1633705268,8,1,Phase Begin Yellow Cl  (Phase 1),,,
1633705268,6,1,Phase Force Off  (Phase 1),,,
1633705268,44,1,Phase Call Dropped  (Phase 1),,,
1633705270,82,13,Detector On  (Veh Det #13),,,
1633705271,81,13,Detector Off  (Veh Det #13),,,
1633705272,9,1,Phase End Yellow Cl  (Phase 1),,,
1633705272,10,1,Phase Begin Red Cl  (Phase 1),,,
1633705272,82,15,Detector On  (Veh Det #15),,,
1633705273,150,5,Coord Cycle State,,,
1633705273,12,1,Phase Inactive  (Phase 1),,,
1633705273,11,1,Phase End Red Cl  (Phase 1),,,
1633705273,0,2,Phase On  (Phase 2),,,
1633705273,1,2,Phase Begin Green  (Phase 2),,,
1633705273,21,2,Ped Begin Walk  (Ped 2),,,
1633705273,1102,2,Bike Call Off  (Phase 2),,,
1633705273,48,1,Ped Omit On  (Ped 1),,,
1633705273,150,1,Coord Cycle State,,,
1633705273,4,2,Phase Gap Out  (Phase 2),,,
1633705273,1103,2,Bike Call On  (Phase 2),,,
1633705273,81,15,Detector Off  (Veh Det #15),,,
1633705277,82,11,Detector On  (Veh Det #11),,,
1633705277,82,2,Detector On  (Veh Det #2),,,
1633705277,81,11,Detector Off  (Veh Det #11),,,
1633705278,82,14,Detector On  (Veh Det #14),,,
1633705279,81,2,Detector Off  (Veh Det #2),,,
1633705279,82,11,Detector On  (Veh Det #11),,,
1633705279,81,14,Detector Off  (Veh Det #14),,,
1633705280,82,2,Detector On  (Veh Det #2),,,
1633705280,81,11,Detector Off  (Veh Det #11),,,
1633705281,3,2,Phase Min Complete  (Phase 2),,,
1633705281,82,11,Detector On  (Veh Det #11),,,
1633705282,81,11,Detector Off  (Veh Det #11),,,
1633705283,82,13,Detector On  (Veh Det #13),,,
1633705283,82,10,Detector On  (Veh Det #10),,,
1633705284,22,2,Ped Begin Clearance  (Ped 2),,,
1633705284,42,2,Phase Hold Released  (Phase 2),,,
1633705284,46,2,Phase Omit On  (Phase 2),,,
1633705285,81,10,Detector Off  (Veh Det #10),,,
1633705286,82,9,Detector On  (Veh Det #9),,,
1633705286,82,10,Detector On  (Veh Det #10),,,
1633705286,81,9,Detector Off  (Veh Det #9),,,
1633705286,82,1,Detector On  (Veh Det #1),,,
1633705286,2,1,Phase Check  (Phase 1),,,
1633705286,43,1,Phase Call Registered  (Phase 1),,,
1633705286,81,13,Detector Off  (Veh Det #13),,,
1633705288,82,13,Detector On  (Veh Det #13),,,
1633705288,81,13,Detector Off  (Veh Det #13),,,
1633705289,82,14,Detector On  (Veh Det #14),,,
1633705290,81,14,Detector Off  (Veh Det #14),,,
1633705291,81,1,Detector Off  (Veh Det #1),,,
1633705291,44,1,Phase Call Dropped  (Phase 1),,,
1633705293,82,16,Detector On  (Veh Det #16),,,
1633705294,81,16,Detector Off  (Veh Det #16),,,
1633705294,82,1,Detector On  (Veh Det #1),,,
1633705294,2,1,Phase Check  (Phase 1),,,
1633705294,43,1,Phase Call Registered  (Phase 1),,,
1633705298,81,1,Detector Off  (Veh Det #1),,,
1633705298,44,1,Phase Call Dropped  (Phase 1),,,
1633705299,151,4,Coord Phase Yield Pt  (Phase 4),,,
1633705299,7,2,Phase Green Term  (Phase 2),,,
1633705299,8,2,Phase Begin Yellow Cl  (Phase 2),,,
1633705299,23,2,Ped Begin Don’t Walk  (Ped 2),,,
1633705299,47,2,Phase Omit Off  (Phase 2),,,
1633705299,47,4,Phase Omit Off  (Phase 4),,,
1633705299,49,4,Ped Omit Off  (Ped 4),,,
1633705299,63,1,Overlap Begin Yellow Cl  (Overlap  (Overlap A),,,
1633705300,151,1,Coord Phase Yield Pt  (Phase 1),,,
1633705300,151,3,Coord Phase Yield Pt  (Phase 3),,,
1633705300,2,2,Phase Check  (Phase 2),,,
1633705300,47,1,Phase Omit Off  (Phase 1),,,
1633705300,49,1,Ped Omit Off  (Ped 1),,,
1633705303,9,2,Phase End Yellow Cl  (Phase 2),,,
1633705303,10,2,Phase Begin Red Cl  (Phase 2),,,
1633705303,64,1,Overlap Begin Red Cl  (Overlap  (Overlap A),,,
1633705304,12,2,Phase Inactive  (Phase 2),,,
1633705304,11,2,Phase End Red Cl  (Phase 2),,,
1633705304,0,4,Phase On  (Phase 4),,,
1633705304,1,4,Phase Begin Green  (Phase 4),,,
1633705304,65,1,Overlap Off  (Overlap  (Overlap A),,,
1633705304,31,1,Barrier Term  (Preceding Phase 1),,,
1633705305,48,4,Ped Omit On  (Ped 4),,,
1633705305,41,2,Phase Hold Active  (Phase 2),,,
1633705306,81,10,Detector Off  (Veh Det #10),,,
1633705310,3,4,Phase Min Complete  (Phase 4),,,
1633705315,82,13,Detector On  (Veh Det #13),,,
1633705315,81,13,Detector Off  (Veh Det #13),,,
1633705320,81,4,Detector Off  (Veh Det #4),,,
1633705320,44,4,Phase Call Dropped  (Phase 4),,,
1633705323,7,4,Phase Green Term  (Phase 4),,,
1633705323,8,4,Phase Begin Yellow Cl  (Phase 4),,,
1633705323,4,4,Phase Gap Out  (Phase 4),,,
1633705324,46,4,Phase Omit On  (Phase 4),,,
1633705327,9,4,Phase End Yellow Cl  (Phase 4),,,
1633705327,10,4,Phase Begin Red Cl  (Phase 4),,,
1633705327,82,12,Detector On  (Veh Det #12),,,
1633705328,12,4,Phase Inactive  (Phase 4),,,
1633705328,11,4,Phase End Red Cl  (Phase 4),,,
1633705328,0,2,Phase On  (Phase 2),,,
1633705328,1,2,Phase Begin Green  (Phase 2),,,
1633705328,21,2,Ped Begin Walk  (Ped 2),,,
1633705328,1102,2,Bike Call Off  (Phase 2),,,
1633705328,64,1,Overlap Begin Red Cl  (Overlap  (Overlap A),,,
1633705328,31,1,Barrier Term  (Preceding Phase 1),,,
1633705328,1103,2,Bike Call On  (Phase 2),,,
1633705328,61,1,Overlap Begin Green  (Overlap  (Overlap A),,,
1633705328,81,12,Detector Off  (Veh Det #12),,,
1633705329,82,14,Detector On  (Veh Det #14),,,
1633705331,82,4,Detector On  (Veh Det #4),,,
1633705331,2,4,Phase Check  (Phase 4),,,
1633705331,43,4,Phase Call Registered  (Phase 4),,,
1633705331,81,14,Detector Off  (Veh Det #14),,,
1633705335,48,1,Ped Omit On  (Ped 1),,,
1633705336,3,2,Phase Min Complete  (Phase 2),,,
1633705337,46,1,Phase Omit On  (Phase 1),,,
1633705337,81,4,Detector Off  (Veh Det #4),,,
1633705340,82,14,Detector On  (Veh Det #14),,,
1633705341,81,14,Detector Off  (Veh Det #14),,,
1633705341,82,4,Detector On  (Veh Det #4),,,
1633705342,82,11,Detector On  (Veh Det #11),,,
1633705343,81,11,Detector Off  (Veh Det #11),,,
1633705344,82,12,Detector On  (Veh Det #12),,,
1633705344,81,12,Detector Off  (Veh Det #12),,,
1633705346,82,11,Detector On  (Veh Det #11),,,
1633705346,81,11,Detector Off  (Veh Det #11),,,
1633705347,82,11,Detector On  (Veh Det #11),,,
1633705348,81,11,Detector Off  (Veh Det #11),,,
1633705349,82,11,Detector On  (Veh Det #11),,,
1633705350,81,11,Detector Off  (Veh Det #11),,,
1633705351,82,11,Detector On  (Veh Det #11),,,
1633705352,81,11,Detector Off  (Veh Det #11),,,
1633705353,150,5,Coord Cycle State,,,
1633705353,82,9,Detector On  (Veh Det #9),,,
1633705353,150,1,Coord Cycle State,,,
1633705353,82,12,Detector On  (Veh Det #12),,,
1633705353,81,9,Detector Off  (Veh Det #9),,,
1633705354,81,12,Detector Off  (Veh Det #12),,,
1633705357,82,11,Detector On  (Veh Det #11),,,
1633705357,81,11,Detector Off  (Veh Det #11),,,
1633705361,82,11,Detector On  (Veh Det #11),,,
1633705362,81,11,Detector Off  (Veh Det #11),,,
1633705363,82,11,Detector On  (Veh Det #11),,,
1633705364,81,11,Detector Off  (Veh Det #11),,,
1633705364,22,2,Ped Begin Clearance  (Ped 2),,,
1633705364,42,2,Phase Hold Released  (Phase 2),,,
1633705364,46,2,Phase Omit On  (Phase 2),,,
1633705367,82,14,Detector On  (Veh Det #14),,,
1633705367,82,11,Detector On  (Veh Det #11),,,
1633705367,81,11,Detector Off  (Veh Det #11),,,
1633705369,90,4,Ped Detector On  (Ped Det #4),,,
1633705369,45,4,Ped Call Registered  (Ped 4),,,
1633705369,89,4,Ped Detector Off  (Ped Det #4),,,
1633705369,81,14,Detector Off  (Veh Det #14),,,
1633705371,82,11,Detector On  (Veh Det #11),,,
1633705372,81,11,Detector Off  (Veh Det #11),,,
1633705377,82,10,Detector On  (Veh Det #10),,,
1633705379,81,10,Detector Off  (Veh Det #10),,,
1633705379,82,11,Detector On  (Veh Det #11),,,
1633705379,151,4,Coord Phase Yield Pt  (Phase 4),,,
1633705379,7,2,Phase Green Term  (Phase 2),,,
1633705379,8,2,Phase Begin Yellow Cl  (Phase 2),,,
1633705379,23,2,Ped Begin Don’t Walk  (Ped 2),,,
1633705379,47,2,Phase Omit Off  (Phase 2),,,
1633705379,47,4,Phase Omit Off  (Phase 4),,,
1633705379,49,4,Ped Omit Off  (Ped 4),,,
1633705379,63,1,Overlap Begin Yellow Cl  (Overlap  (Overlap A),,,
1633705379,151,1,Coord Phase Yield Pt  (Phase 1),,,
1633705379,151,3,Coord Phase Yield Pt  (Phase 3),,,
1633705379,2,2,Phase Check  (Phase 2),,,
1633705379,47,1,Phase Omit Off  (Phase 1),,,
1633705379,49,1,Ped Omit Off  (Ped 1),,,
1633705380,81,11,Detector Off  (Veh Det #11),,,
1633705380,82,14,Detector On  (Veh Det #14),,,
1633705382,82,11,Detector On  (Veh Det #11),,,
1633705383,81,11,Detector Off  (Veh Det #11),,,
1633705383,9,2,Phase End Yellow Cl  (Phase 2),,,
1633705383,10,2,Phase Begin Red Cl  (Phase 2),,,
1633705383,64,1,Overlap Begin Red Cl  (Overlap  (Overlap A),,,
1633705384,12,2,Phase Inactive  (Phase 2),,,
1633705384,11,2,Phase End Red Cl  (Phase 2),,,
1633705384,0,4,Phase On  (Phase 4),,,
1633705384,1,4,Phase Begin Green  (Phase 4),,,
1633705384,21,4,Ped Begin Walk  (Ped 4),,,
1633705384,65,1,Overlap Off  (Overlap  (Overlap A),,,
1633705384,31,1,Barrier Term  (Preceding Phase 1),,,
1633705384,48,4,Ped Omit On  (Ped 4),,,
1633705384,41,2,Phase Hold Active  (Phase 2),,,
1633705386,82,13,Detector On  (Veh Det #13),,,
1633705387,81,13,Detector Off  (Veh Det #13),,,
1633705390,3,4,Phase Min Complete  (Phase 4),,,
1633705391,22,4,Ped Begin Clearance  (Ped 4),,,
1633705392,81,4,Detector Off  (Veh Det #4),,,
1633705392,44,4,Phase Call Dropped  (Phase 4),,,
1633705393,82,4,Detector On  (Veh Det #4),,,
1633705393,43,4,Phase Call Registered  (Phase 4),,,
1633705394,81,14,Detector Off  (Veh Det #14),,,
1633705396,82,14,Detector On  (Veh Det #14),,,
1633705397,81,4,Detector Off  (Veh Det #4),,,
1633705397,44,4,Phase Call Dropped  (Phase 4),,,
1633705397,82,4,Detector On  (Veh Det #4),,,
1633705397,43,4,Phase Call Registered  (Phase 4),,,
1633705397,82,11,Detector On  (Veh Det #11),,,
1633705397,81,14,Detector Off  (Veh Det #14),,,
1633705398,81,11,Detector Off  (Veh Det #11),,,
1633705400,81,4,Detector Off  (Veh Det #4),,,
1633705400,44,4,Phase Call Dropped  (Phase 4),,,
1633705400,82,14,Detector On  (Veh Det #14),,,
1633705400,82,4,Detector On  (Veh Det #4),,,
1633705400,43,4,Phase Call Registered  (Phase 4),,,
1633705401,81,14,Detector Off  (Veh Det #14),,,
1633705401,82,14,Detector On  (Veh Det #14),,,
1633705402,81,14,Detector Off  (Veh Det #14),,,
1633705403,82,14,Detector On  (Veh Det #14),,,
1633705403,46,4,Phase Omit On  (Phase 4),,,
1633705404,81,14,Detector Off  (Veh Det #14),,,
1633705406,81,4,Detector Off  (Veh Det #4),,,
1633705406,44,4,Phase Call Dropped  (Phase 4),,,
1633705406,82,14,Detector On  (Veh Det #14),,,
1633705407,82,4,Detector On  (Veh Det #4),,,
1633705407,43,4,Phase Call Registered  (Phase 4),,,
1633705407,81,14,Detector Off  (Veh Det #14),,,
1633705408,82,12,Detector On  (Veh Det #12),,,
1633705409,81,12,Detector Off  (Veh Det #12),,,
1633705409,81,4,Detector Off  (Veh Det #4),,,
1633705409,44,4,Phase Call Dropped  (Phase 4),,,
1633705410,82,14,Detector On  (Veh Det #14),,,
1633705410,82,4,Detector On  (Veh Det #4),,,
1633705410,43,4,Phase Call Registered  (Phase 4),,,
1633705410,82,11,Detector On  (Veh Det #11),,,
1633705411,81,14,Detector Off  (Veh Det #14),,,
1633705412,82,14,Detector On  (Veh Det #14),,,
1633705412,81,11,Detector Off  (Veh Det #11),,,
1633705412,23,4,Ped Begin Don’t Walk  (Ped 4),,,
1633705413,81,14,Detector Off  (Veh Det #14),,,
1633705414,7,4,Phase Green Term  (Phase 4),,,
1633705414,8,4,Phase Begin Yellow Cl  (Phase 4),,,
1633705414,6,4,Phase Force Off  (Phase 4),,,
1633705415,82,15,Detector On  (Veh Det #15),,,
1633705415,2,4,Phase Check  (Phase 4),,,
1633705415,81,15,Detector Off  (Veh Det #15),,,
1633705416,82,14,Detector On  (Veh Det #14),,,
1633705416,46,1,Phase Omit On  (Phase 1),,,
1633705417,81,14,Detector Off  (Veh Det #14),,,
1633705418,82,16,Detector On  (Veh Det #16),,,
1633705418,9,4,Phase End Yellow Cl  (Phase 4),,,
1633705418,10,4,Phase Begin Red Cl  (Phase 4),,,
1633705419,81,4,Detector Off  (Veh Det #4),,,
1633705419,81,16,Detector Off  (Veh Det #16),,,
1633705419,82,1,Detector On  (Veh Det #1),,,
1633705419,2,1,Phase Check  (Phase 1),,,
1633705419,43,1,Phase Call Registered  (Phase 1),,,
1633705419,12,4,Phase Inactive  (Phase 4),,,
1633705419,11,4,Phase End Red Cl  (Phase 4),,,
1633705419,0,2,Phase On  (Phase 2),,,
1633705419,1,2,Phase Begin Green  (Phase 2),,,
1633705419,21,2,Ped Begin Walk  (Ped 2),,,
1633705419,1102,2,Bike Call Off  (Phase 2),,,
1633705419,64,1,Overlap Begin Red Cl  (Overlap  (Overlap A),,,
1633705419,31,1,Barrier Term  (Preceding Phase 1),,,
1633705420,1103,2,Bike Call On  (Phase 2),,,
1633705420,61,1,Overlap Begin Green  (Overlap  (Overlap A),,,
1633705426,82,13,Detector On  (Veh Det #13),,,
1633705426,81,13,Detector Off  (Veh Det #13),,,
1633705426,82,4,Detector On  (Veh Det #4),,,
1633705427,3,2,Phase Min Complete  (Phase 2),,,
