Timestamp,Code,Param,Message
1633701652,4,2,Phase Gap Out  (Phase 2)
1633701653,150,5,Coord Cycle State
1633701653,150,1,Coord Cycle State
1633701654,82,10,Detector On  (Veh Det #10)
1633701654,82,2,Detector On  (Veh Det #2)
1633701655,81,10,Detector Off  (Veh Det #10)
1633701657,81,2,Detector Off  (Veh Det #2)
1633701660,4,2,Phase Gap Out  (Phase 2)
1633701664,22,2,Ped Begin Clearance  (Ped 2)
1633701664,42,2,Phase Hold Released  (Phase 2)
1633701664,46,2,Phase Omit On  (Phase 2)
1633701669,82,14,Detector On  (Veh Det #14)
1633701669,82,10,Detector On  (Veh Det #10)
1633701670,82,2,Detector On  (Veh Det #2)
1633701670,81,10,Detector Off  (Veh Det #10)
1633701670,81,14,Detector Off  (Veh Det #14)
1633701671,82,14,Detector On  (Veh Det #14)
1633701671,82,13,Detector On  (Veh Det #13)
1633701672,81,2,Detector Off  (Veh Det #2)
1633701672,82,11,Detector On  (Veh Det #11)
1633701672,82,2,Detector On  (Veh Det #2)
1633701673,81,11,Detector Off  (Veh Det #11)
1633701673,82,12,Detector On  (Veh Det #12)
1633701673,81,14,Detector Off  (Veh Det #14)
1633701674,82,9,Detector On  (Veh Det #9)
1633701674,81,12,Detector Off  (Veh Det #12)
1633701675,81,9,Detector Off  (Veh Det #9)
1633701676,82,10,Detector On  (Veh Det #10)
1633701677,81,10,Detector Off  (Veh Det #10)
1633701677,82,12,Detector On  (Veh Det #12)
1633701678,81,12,Detector Off  (Veh Det #12)
1633701678,82,9,Detector On  (Veh Det #9)
1633701679,82,16,Detector On  (Veh Det #16)
1633701679,82,11,Detector On  (Veh Det #11)
1633701679,81,9,Detector Off  (Veh Det #9)
1633701679,81,16,Detector Off  (Veh Det #16)
1633701679,82,1,Detector On  (Veh Det #1)
1633701679,151,4,Coord Phase Yield Pt  (Phase 4)
1633701679,7,2,Phase Green Term  (Phase 2)
1633701679,8,2,Phase Begin Yellow Cl  (Phase 2)
1633701679,2,1,Phase Check  (Phase 1)
1633701679,23,2,Ped Begin Don’t Walk  (Ped 2)
1633701679,47,2,Phase Omit Off  (Phase 2)
1633701679,47,4,Phase Omit Off  (Phase 4)
1633701679,49,4,Ped Omit Off  (Ped 4)
1633701679,43,1,Phase Call Registered  (Phase 1)
1633701679,63,1,Overlap Begin Yellow Cl  (Overlap  (Overlap A)
1633701680,151,1,Coord Phase Yield Pt  (Phase 1)
1633701680,151,3,Coord Phase Yield Pt  (Phase 3)
1633701680,2,2,Phase Check  (Phase 2)
1633701680,47,1,Phase Omit Off  (Phase 1)
1633701680,49,1,Ped Omit Off  (Ped 1)
1633701680,81,11,Detector Off  (Veh Det #11)
1633701681,82,9,Detector On  (Veh Det #9)
1633701681,81,2,Detector Off  (Veh Det #2)
1633701681,81,9,Detector Off  (Veh Det #9)
1633701682,82,2,Detector On  (Veh Det #2)
1633701683,82,16,Detector On  (Veh Det #16)
1633701683,81,2,Detector Off  (Veh Det #2)
1633701683,82,12,Detector On  (Veh Det #12)
1633701683,9,2,Phase End Yellow Cl  (Phase 2)
1633701683,10,2,Phase Begin Red Cl  (Phase 2)
1633701683,64,1,Overlap Begin Red Cl  (Overlap  (Overlap A)
1633701684,82,2,Detector On  (Veh Det #2)
1633701684,81,12,Detector Off  (Veh Det #12)
1633701684,12,2,Phase Inactive  (Phase 2)
1633701684,11,2,Phase End Red Cl  (Phase 2)
1633701684,0,4,Phase On  (Phase 4)
1633701684,1,4,Phase Begin Green  (Phase 4)
1633701684,21,4,Ped Begin Walk  (Ped 4)
1633701684,65,1,Overlap Off  (Overlap  (Overlap A)
1633701684,31,1,Barrier Term  (Preceding Phase 1)
1633701685,48,4,Ped Omit On  (Ped 4)
1633701685,41,2,Phase Hold Active  (Phase 2)
1633701685,81,16,Detector Off  (Veh Det #16)
1633701686,82,12,Detector On  (Veh Det #12)
1633701687,81,12,Detector Off  (Veh Det #12)
1633701688,82,15,Detector On  (Veh Det #15)
1633701689,81,15,Detector Off  (Veh Det #15)
1633701690,82,14,Detector On  (Veh Det #14)
1633701690,3,4,Phase Min Complete  (Phase 4)
1633701691,81,14,Detector Off  (Veh Det #14)
1633701691,82,15,Detector On  (Veh Det #15)
1633701691,82,14,Detector On  (Veh Det #14)
1633701691,81,15,Detector Off  (Veh Det #15)
1633701691,22,4,Ped Begin Clearance  (Ped 4)
1633701692,82,15,Detector On  (Veh Det #15)
1633701693,81,14,Detector Off  (Veh Det #14)
1633701693,81,13,Detector Off  (Veh Det #13)
1633701693,81,15,Detector Off  (Veh Det #15)
1633701694,82,12,Detector On  (Veh Det #12)
1633701695,82,14,Detector On  (Veh Det #14)
1633701696,81,14,Detector Off  (Veh Det #14)
1633701696,81,12,Detector Off  (Veh Det #12)
1633701696,82,14,Detector On  (Veh Det #14)
1633701696,82,15,Detector On  (Veh Det #15)
1633701697,81,15,Detector Off  (Veh Det #15)
1633701698,82,15,Detector On  (Veh Det #15)
1633701698,81,15,Detector Off  (Veh Det #15)
1633701700,82,15,Detector On  (Veh Det #15)
1633701701,81,15,Detector Off  (Veh Det #15)
1633701703,82,15,Detector On  (Veh Det #15)
1633701704,46,4,Phase Omit On  (Phase 4)
1633701704,81,15,Detector Off  (Veh Det #15)
1633701709,81,14,Detector Off  (Veh Det #14)
1633701711,82,14,Detector On  (Veh Det #14)
1633701712,81,14,Detector Off  (Veh Det #14)
1633701712,82,14,Detector On  (Veh Det #14)
1633701712,23,4,Ped Begin Don’t Walk  (Ped 4)
1633701713,81,14,Detector Off  (Veh Det #14)
1633701713,81,4,Detector Off  (Veh Det #4)
1633701713,44,4,Phase Call Dropped  (Phase 4)
1633701715,7,4,Phase Green Term  (Phase 4)
1633701715,8,4,Phase Begin Yellow Cl  (Phase 4)
1633701715,6,4,Phase Force Off  (Phase 4)
1633701715,2,4,Phase Check  (Phase 4)
1633701715,43,4,Phase Call Registered  (Phase 4)
1633701715,82,4,Detector On  (Veh Det #4)
1633701716,81,2,Detector Off  (Veh Det #2)
1633701717,46,1,Phase Omit On  (Phase 1)
1633701717,81,4,Detector Off  (Veh Det #4)
1633701719,9,4,Phase End Yellow Cl  (Phase 4)
1633701719,10,4,Phase Begin Red Cl  (Phase 4)
1633701719,82,13,Detector On  (Veh Det #13)
1633701719,82,4,Detector On  (Veh Det #4)
1633701720,81,13,Detector Off  (Veh Det #13)
1633701720,12,4,Phase Inactive  (Phase 4)
1633701720,11,4,Phase End Red Cl  (Phase 4)
1633701720,0,1,Phase On  (Phase 1)
1633701720,1,1,Phase Begin Green  (Phase 1)
1633701720,61,1,Overlap Begin Green  (Overlap  (Overlap A)
1633701720,31,1,Barrier Term  (Preceding Phase 1)
1633701724,82,14,Detector On  (Veh Det #14)
1633701725,81,14,Detector Off  (Veh Det #14)
1633701726,3,1,Phase Min Complete  (Phase 1)
1633701728,81,1,Detector Off  (Veh Det #1)
1633701728,7,1,Phase Green Term  (Phase 1)
1633701728,8,1,Phase Begin Yellow Cl  (Phase 1)
1633701728,6,1,Phase Force Off  (Phase 1)
1633701728,44,1,Phase Call Dropped  (Phase 1)
1633701730,82,13,Detector On  (Veh Det #13)
1633701731,81,13,Detector Off  (Veh Det #13)
1633701732,9,1,Phase End Yellow Cl  (Phase 1)
1633701732,10,1,Phase Begin Red Cl  (Phase 1)
1633701732,82,15,Detector On  (Veh Det #15)
1633701733,150,5,Coord Cycle State
1633701733,12,1,Phase Inactive  (Phase 1)
1633701733,11,1,Phase End Red Cl  (Phase 1)
1633701733,0,2,Phase On  (Phase 2)
1633701733,1,2,Phase Begin Green  (Phase 2)
1633701733,21,2,Ped Begin Walk  (Ped 2)
1633701733,1102,2,Bike Call Off  (Phase 2)
1633701733,48,1,Ped Omit On  (Ped 1)
1633701733,150,1,Coord Cycle State
1633701733,4,2,Phase Gap Out  (Phase 2)
1633701733,1103,2,Bike Call On  (Phase 2)
1633701733,81,15,Detector Off  (Veh Det #15)
1633701737,82,11,Detector On  (Veh Det #11)
1633701737,82,2,Detector On  (Veh Det #2)
1633701737,81,11,Detector Off  (Veh Det #11)
1633701738,82,14,Detector On  (Veh Det #14)
1633701739,81,2,Detector Off  (Veh Det #2)
1633701739,82,11,Detector On  (Veh Det #11)
1633701739,81,14,Detector Off  (Veh Det #14)
1633701740,82,2,Detector On  (Veh Det #2)
1633701740,81,11,Detector Off  (Veh Det #11)
1633701741,3,2,Phase Min Complete  (Phase 2)
1633701741,82,11,Detector On  (Veh Det #11)
1633701742,81,11,Detector Off  (Veh Det #11)
1633701743,82,13,Detector On  (Veh Det #13)
1633701743,82,10,Detector On  (Veh Det #10)
1633701744,22,2,Ped Begin Clearance  (Ped 2)
1633701744,42,2,Phase Hold Released  (Phase 2)
1633701744,46,2,Phase Omit On  (Phase 2)
1633701745,81,10,Detector Off  (Veh Det #10)
1633701746,82,9,Detector On  (Veh Det #9)
1633701746,82,10,Detector On  (Veh Det #10)
1633701746,81,9,Detector Off  (Veh Det #9)
1633701746,82,1,Detector On  (Veh Det #1)
1633701746,2,1,Phase Check  (Phase 1)
1633701746,43,1,Phase Call Registered  (Phase 1)
1633701746,81,13,Detector Off  (Veh Det #13)
1633701748,82,13,Detector On  (Veh Det #13)
1633701748,81,13,Detector Off  (Veh Det #13)
1633701749,82,14,Detector On  (Veh Det #14)
1633701750,81,14,Detector Off  (Veh Det #14)
1633701751,81,1,Detector Off  (Veh Det #1)
1633701751,44,1,Phase Call Dropped  (Phase 1)
1633701753,82,16,Detector On  (Veh Det #16)
1633701754,81,16,Detector Off  (Veh Det #16)
1633701754,82,1,Detector On  (Veh Det #1)
1633701754,2,1,Phase Check  (Phase 1)
1633701754,43,1,Phase Call Registered  (Phase 1)
1633701758,81,1,Detector Off  (Veh Det #1)
1633701758,44,1,Phase Call Dropped  (Phase 1)
1633701759,151,4,Coord Phase Yield Pt  (Phase 4)
1633701759,7,2,Phase Green Term  (Phase 2)
1633701759,8,2,Phase Begin Yellow Cl  (Phase 2)
1633701759,23,2,Ped Begin Don’t Walk  (Ped 2)
1633701759,47,2,Phase Omit Off  (Phase 2)
1633701759,47,4,Phase Omit Off  (Phase 4)
1633701759,49,4,Ped Omit Off  (Ped 4)
1633701759,63,1,Overlap Begin Yellow Cl  (Overlap  (Overlap A)
1633701760,151,1,Coord Phase Yield Pt  (Phase 1)
1633701760,151,3,Coord Phase Yield Pt  (Phase 3)
1633701760,2,2,Phase Check  (Phase 2)
1633701760,47,1,Phase Omit Off  (Phase 1)
1633701760,49,1,Ped Omit Off  (Ped 1)
1633701763,9,2,Phase End Yellow Cl  (Phase 2)
1633701763,10,2,Phase Begin Red Cl  (Phase 2)
1633701763,64,1,Overlap Begin Red Cl  (Overlap  (Overlap A)
1633701764,12,2,Phase Inactive  (Phase 2)
1633701764,11,2,Phase End Red Cl  (Phase 2)
1633701764,0,4,Phase On  (Phase 4)
1633701764,1,4,Phase Begin Green  (Phase 4)
1633701764,65,1,Overlap Off  (Overlap  (Overlap A)
1633701764,31,1,Barrier Term  (Preceding Phase 1)
1633701765,48,4,Ped Omit On  (Ped 4)
1633701765,41,2,Phase Hold Active  (Phase 2)
1633701766,81,10,Detector Off  (Veh Det #10)
1633701770,3,4,Phase Min Complete  (Phase 4)
1633701775,82,13,Detector On  (Veh Det #13)
1633701775,81,13,Detector Off  (Veh Det #13)
1633701780,81,4,Detector Off  (Veh Det #4)
1633701780,44,4,Phase Call Dropped  (Phase 4)
1633701783,7,4,Phase Green Term  (Phase 4)
1633701783,8,4,Phase Begin Yellow Cl  (Phase 4)
1633701783,4,4,Phase Gap Out  (Phase 4)
1633701784,46,4,Phase Omit On  (Phase 4)
1633701787,9,4,Phase End Yellow Cl  (Phase 4)
1633701787,10,4,Phase Begin Red Cl  (Phase 4)
1633701787,82,12,Detector On  (Veh Det #12)
1633701788,12,4,Phase Inactive  (Phase 4)
1633701788,11,4,Phase End Red Cl  (Phase 4)
1633701788,0,2,Phase On  (Phase 2)
1633701788,1,2,Phase Begin Green  (Phase 2)
1633701788,21,2,Ped Begin Walk  (Ped 2)
1633701788,1102,2,Bike Call Off  (Phase 2)
1633701788,64,1,Overlap Begin Red Cl  (Overlap  (Overlap A)
1633701788,31,1,Barrier Term  (Preceding Phase 1)
1633701788,1103,2,Bike Call On  (Phase 2)
1633701788,61,1,Overlap Begin Green  (Overlap  (Overlap A)
1633701788,81,12,Detector Off  (Veh Det #12)
1633701789,82,14,Detector On  (Veh Det #14)
1633701791,82,4,Detector On  (Veh Det #4)
1633701791,2,4,Phase Check  (Phase 4)
1633701791,43,4,Phase Call Registered  (Phase 4)
1633701791,81,14,Detector Off  (Veh Det #14)
1633701795,48,1,Ped Omit On  (Ped 1)
1633701796,3,2,Phase Min Complete  (Phase 2)
1633701797,46,1,Phase Omit On  (Phase 1)
1633701797,81,4,Detector Off  (Veh Det #4)
1633701800,82,14,Detector On  (Veh Det #14)
1633701801,81,14,Detector Off  (Veh Det #14)
1633701801,82,4,Detector On  (Veh Det #4)
1633701802,82,11,Detector On  (Veh Det #11)
1633701803,81,11,Detector Off  (Veh Det #11)
1633701804,82,12,Detector On  (Veh Det #12)
1633701804,81,12,Detector Off  (Veh Det #12)
1633701806,82,11,Detector On  (Veh Det #11)
1633701806,81,11,Detector Off  (Veh Det #11)
1633701807,82,11,Detector On  (Veh Det #11)
1633701808,81,11,Detector Off  (Veh Det #11)
1633701809,82,11,Detector On  (Veh Det #11)
1633701810,81,11,Detector Off  (Veh Det #11)
1633701811,82,11,Detector On  (Veh Det #11)
1633701812,81,11,Detector Off  (Veh Det #11)
1633701813,150,5,Coord Cycle State
1633701813,82,9,Detector On  (Veh Det #9)
1633701813,150,1,Coord Cycle State
1633701813,82,12,Detector On  (Veh Det #12)
1633701813,81,9,Detector Off  (Veh Det #9)
1633701814,81,12,Detector Off  (Veh Det #12)
1633701817,82,11,Detector On  (Veh Det #11)
1633701817,81,11,Detector Off  (Veh Det #11)
1633701821,82,11,Detector On  (Veh Det #11)
1633701822,81,11,Detector Off  (Veh Det #11)
1633701823,82,11,Detector On  (Veh Det #11)
1633701824,81,11,Detector Off  (Veh Det #11)
1633701824,22,2,Ped Begin Clearance  (Ped 2)
1633701824,42,2,Phase Hold Released  (Phase 2)
1633701824,46,2,Phase Omit On  (Phase 2)
1633701827,82,14,Detector On  (Veh Det #14)
1633701827,82,11,Detector On  (Veh Det #11)
1633701827,81,11,Detector Off  (Veh Det #11)
1633701829,90,4,Ped Detector On  (Ped Det #4)
1633701829,45,4,Ped Call Registered  (Ped 4)
1633701829,89,4,Ped Detector Off  (Ped Det #4)
1633701829,81,14,Detector Off  (Veh Det #14)
1633701831,82,11,Detector On  (Veh Det #11)
1633701832,81,11,Detector Off  (Veh Det #11)
1633701837,82,10,Detector On  (Veh Det #10)
1633701839,81,10,Detector Off  (Veh Det #10)
1633701839,82,11,Detector On  (Veh Det #11)
1633701839,151,4,Coord Phase Yield Pt  (Phase 4)
1633701839,7,2,Phase Green Term  (Phase 2)
1633701839,8,2,Phase Begin Yellow Cl  (Phase 2)
1633701839,23,2,Ped Begin Don’t Walk  (Ped 2)
1633701839,47,2,Phase Omit Off  (Phase 2)
1633701839,47,4,Phase Omit Off  (Phase 4)
1633701839,49,4,Ped Omit Off  (Ped 4)
1633701839,63,1,Overlap Begin Yellow Cl  (Overlap  (Overlap A)
1633701839,151,1,Coord Phase Yield Pt  (Phase 1)
1633701839,151,3,Coord Phase Yield Pt  (Phase 3)
1633701839,2,2,Phase Check  (Phase 2)
1633701839,47,1,Phase Omit Off  (Phase 1)
1633701839,49,1,Ped Omit Off  (Ped 1)
1633701840,81,11,Detector Off  (Veh Det #11)
1633701840,82,14,Detector On  (Veh Det #14)
1633701842,82,11,Detector On  (Veh Det #11)
1633701843,81,11,Detector Off  (Veh Det #11)
1633701843,9,2,Phase End Yellow Cl  (Phase 2)
1633701843,10,2,Phase Begin Red Cl  (Phase 2)
1633701843,64,1,Overlap Begin Red Cl  (Overlap  (Overlap A)
1633701844,12,2,Phase Inactive  (Phase 2)
1633701844,11,2,Phase End Red Cl  (Phase 2)
1633701844,0,4,Phase On  (Phase 4)
1633701844,1,4,Phase Begin Green  (Phase 4)
1633701844,21,4,Ped Begin Walk  (Ped 4)
1633701844,65,1,Overlap Off  (Overlap  (Overlap A)
1633701844,31,1,Barrier Term  (Preceding Phase 1)
1633701844,48,4,Ped Omit On  (Ped 4)
1633701844,41,2,Phase Hold Active  (Phase 2)
1633701846,82,13,Detector On  (Veh Det #13)
1633701847,81,13,Detector Off  (Veh Det #13)
1633701850,3,4,Phase Min Complete  (Phase 4)
1633701851,22,4,Ped Begin Clearance  (Ped 4)
1633701852,81,4,Detector Off  (Veh Det #4)
1633701852,44,4,Phase Call Dropped  (Phase 4)
1633701853,82,4,Detector On  (Veh Det #4)
1633701853,43,4,Phase Call Registered  (Phase 4)
1633701854,81,14,Detector Off  (Veh Det #14)
1633701856,82,14,Detector On  (Veh Det #14)
1633701857,81,4,Detector Off  (Veh Det #4)
1633701857,44,4,Phase Call Dropped  (Phase 4)
1633701857,82,4,Detector On  (Veh Det #4)
1633701857,43,4,Phase Call Registered  (Phase 4)
1633701857,82,11,Detector On  (Veh Det #11)
1633701857,81,14,Detector Off  (Veh Det #14)
1633701858,81,11,Detector Off  (Veh Det #11)
1633701860,81,4,Detector Off  (Veh Det #4)
1633701860,44,4,Phase Call Dropped  (Phase 4)
1633701860,82,14,Detector On  (Veh Det #14)
1633701860,82,4,Detector On  (Veh Det #4)
1633701860,43,4,Phase Call Registered  (Phase 4)
1633701861,81,14,Detector Off  (Veh Det #14)
1633701861,82,14,Detector On  (Veh Det #14)
1633701862,81,14,Detector Off  (Veh Det #14)
1633701863,82,14,Detector On  (Veh Det #14)
1633701863,46,4,Phase Omit On  (Phase 4)
1633701864,81,14,Detector Off  (Veh Det #14)
1633701866,81,4,Detector Off  (Veh Det #4)
1633701866,44,4,Phase Call Dropped  (Phase 4)
1633701866,82,14,Detector On  (Veh Det #14)
1633701867,82,4,Detector On  (Veh Det #4)
1633701867,43,4,Phase Call Registered  (Phase 4)
1633701867,81,14,Detector Off  (Veh Det #14)
1633701868,82,12,Detector On  (Veh Det #12)
1633701869,81,12,Detector Off  (Veh Det #12)
1633701869,81,4,Detector Off  (Veh Det #4)
1633701869,44,4,Phase Call Dropped  (Phase 4)
1633701870,82,14,Detector On  (Veh Det #14)
1633701870,82,4,Detector On  (Veh Det #4)
1633701870,43,4,Phase Call Registered  (Phase 4)
1633701870,82,11,Detector On  (Veh Det #11)
1633701871,81,14,Detector Off  (Veh Det #14)
1633701872,82,14,Detector On  (Veh Det #14)
1633701872,81,11,Detector Off  (Veh Det #11)
1633701872,23,4,Ped Begin Don’t Walk  (Ped 4)
1633701873,81,14,Detector Off  (Veh Det #14)
1633701874,7,4,Phase Green Term  (Phase 4)
1633701874,8,4,Phase Begin Yellow Cl  (Phase 4)
1633701874,6,4,Phase Force Off  (Phase 4)
1633701875,82,15,Detector On  (Veh Det #15)
1633701875,2,4,Phase Check  (Phase 4)
1633701875,81,15,Detector Off  (Veh Det #15)
1633701876,82,14,Detector On  (Veh Det #14)
1633701876,46,1,Phase Omit On  (Phase 1)
1633701877,81,14,Detector Off  (Veh Det #14)
1633701878,82,16,Detector On  (Veh Det #16)
1633701878,9,4,Phase End Yellow Cl  (Phase 4)
1633701878,10,4,Phase Begin Red Cl  (Phase 4)
1633701879,81,4,Detector Off  (Veh Det #4)
1633701879,81,16,Detector Off  (Veh Det #16)
1633701879,82,1,Detector On  (Veh Det #1)
1633701879,2,1,Phase Check  (Phase 1)
1633701879,43,1,Phase Call Registered  (Phase 1)
1633701879,12,4,Phase Inactive  (Phase 4)
1633701879,11,4,Phase End Red Cl  (Phase 4)
1633701879,0,2,Phase On  (Phase 2)
1633701879,1,2,Phase Begin Green  (Phase 2)
1633701879,21,2,Ped Begin Walk  (Ped 2)
1633701879,1102,2,Bike Call Off  (Phase 2)
1633701879,64,1,Overlap Begin Red Cl  (Overlap  (Overlap A)
1633701879,31,1,Barrier Term  (Preceding Phase 1)
1633701880,1103,2,Bike Call On  (Phase 2)
1633701880,61,1,Overlap Begin Green  (Overlap  (Overlap A)
1633701886,82,13,Detector On  (Veh Det #13)
1633701886,81,13,Detector Off  (Veh Det #13)
1633701886,82,4,Detector On  (Veh Det #4)
1633701887,3,2,Phase Min Complete  (Phase 2)
1633701888,81,2,Detector Off  (Veh Det #2)
1633701891,4,2,Phase Gap Out  (Phase 2)
1633701892,81,1,Detector Off  (Veh Det #1)
1633701892,44,1,Phase Call Dropped  (Phase 1)
1633701892,150,5,Coord Cycle State
1633701892,48,1,Ped Omit On  (Ped 1)
1633701893,150,1,Coord Cycle State
1633701897,82,10,Detector On  (Veh Det #10)
1633701897,82,9,Detector On  (Veh Det #9)
1633701897,82,2,Detector On  (Veh Det #2)
1633701898,81,9,Detector Off  (Veh Det #9)
1633701898,81,10,Detector Off  (Veh Det #10)
1633701898,82,16,Detector On  (Veh Det #16)
1633701899,82,10,Detector On  (Veh Det #10)
1633701899,81,16,Detector Off  (Veh Det #16)
1633701899,82,1,Detector On  (Veh Det #1)
1633701899,2,1,Phase Check  (Phase 1)
1633701899,43,1,Phase Call Registered  (Phase 1)
1633701899,81,2,Detector Off  (Veh Det #2)
1633701899,82,2,Detector On  (Veh Det #2)
1633701901,81,10,Detector Off  (Veh Det #10)
1633701901,82,9,Detector On  (Veh Det #9)
1633701901,81,1,Detector Off  (Veh Det #1)
1633701901,81,9,Detector Off  (Veh Det #9)
1633701901,44,1,Phase Call Dropped  (Phase 1)
1633701903,82,9,Detector On  (Veh Det #9)
1633701904,81,9,Detector Off  (Veh Det #9)
1633701904,22,2,Ped Begin Clearance  (Ped 2)
1633701904,42,2,Phase Hold Released  (Phase 2)
1633701904,46,2,Phase Omit On  (Phase 2)
1633701905,82,9,Detector On  (Veh Det #9)
1633701906,81,9,Detector Off  (Veh Det #9)
1633701907,82,16,Detector On  (Veh Det #16)
1633701908,81,16,Detector Off  (Veh Det #16)
1633701908,82,1,Detector On  (Veh Det #1)
1633701908,2,1,Phase Check  (Phase 1)
1633701908,43,1,Phase Call Registered  (Phase 1)
1633701908,81,2,Detector Off  (Veh Det #2)
1633701908,82,10,Detector On  (Veh Det #10)
1633701909,81,10,Detector Off  (Veh Det #10)
1633701909,82,10,Detector On  (Veh Det #10)
1633701909,82,2,Detector On  (Veh Det #2)
1633701909,81,10,Detector Off  (Veh Det #10)
1633701910,82,15,Detector On  (Veh Det #15)
1633701910,81,1,Detector Off  (Veh Det #1)
1633701910,44,1,Phase Call Dropped  (Phase 1)
