Data,,,Translation,,Code,Formatting
1633706224,41,2,Detector On  (Veh Det #11),,,
1633706225,82,11,Detector Off  (Veh Det #9),,,
1633706225,81,9,Detector On  (Veh Det #12),,,
1633706226,82,12,Detector Off  (Veh Det #12),,,
1633706226,81,12,Detector Off  (Veh Det #11),,,
1633706229,81,11,Phase Min Complete  (Phase 4),,,
1633706230,3,4,Detector Off  (Veh Det #14),,,
1633706231,81,14,Detector Off  (Veh Det #13),,,
1633706233,81,13,Detector On  (Veh Det #13),,,
1633706234,82,13,Detector On  (Veh Det #12),,,
1633706234,82,12,Detector On  (Veh Det #14),,,
1633706234,82,14,Detector Off  (Veh Det #13),,,
1633706235,81,13,Detector Off  (Veh Det #12),,,
1633706236,81,12,Detector Off  (Veh Det #14),,,
1633706237,81,14,Detector On  (Veh Det #14),,,
1633706238,82,14,Detector Off  (Veh Det #14),,,
1633706241,81,14,Detector Off  (Veh Det #4),,,
1633706241,81,4,Phase Call Dropped  (Phase 4),,,
1633706241,44,4,Detector On  (Veh Det #4),,,
1633706241,82,4,Phase Call Registered  (Phase 4),,,
1633706241,43,4,Detector On  (Veh Det #14),,,
1633706242,82,14,Detector Off  (Veh Det #4),,,
1633706242,81,4,Phase Call Dropped  (Phase 4),,,
1633706242,44,4,Detector On  (Veh Det #4),,,
1633706242,82,4,Phase Call Registered  (Phase 4),,,
1633706243,43,4,Phase Omit On  (Phase 4),,,
1633706243,46,4,Detector Off  (Veh Det #14),,,
1633706245,81,14,Detector Off  (Veh Det #4),,,
1633706245,81,4,Phase Call Dropped  (Phase 4),,,
1633706246,44,4,Detector On  (Veh Det #12),,,
1633706246,82,12,Detector On  (Veh Det #14),,,
1633706247,82,14,Detector On  (Veh Det #4),,,
1633706247,82,4,Phase Call Registered  (Phase 4),,,
1633706248,43,4,Detector Off  (Veh Det #14),,,
1633706250,81,14,Detector Off  (Veh Det #4),,,
1633706250,81,4,Phase Call Dropped  (Phase 4),,,
1633706250,44,4,Detector On  (Veh Det #14),,,
1633706250,82,14,Detector On  (Veh Det #15),,,
1633706251,82,15,Detector On  (Veh Det #4),,,
1633706251,82,4,Phase Call Registered  (Phase 4),,,
1633706251,43,4,Detector Off  (Veh Det #15),,,
1633706252,81,15,Detector Off  (Veh Det #14),,,
1633706252,81,14,Detector On  (Veh Det #16),,,
1633706253,82,16,Detector Off  (Veh Det #4),,,
1633706253,81,4,Detector On  (Veh Det #14),,,
1633706253,82,14,Phase Call Dropped  (Phase 4),,,
1633706254,44,4,Phase Green Term  (Phase 4),,,
1633706254,7,4,Phase Begin Yellow Cl  (Phase 4),,,
1633706254,8,4,Phase Force Off  (Phase 4),,,
1633706254,6,4,Detector Off  (Veh Det #16),,,
1633706254,81,16,Phase Check  (Phase 4),,,
1633706254,2,4,Phase Call Registered  (Phase 4),,,
1633706254,43,4,Detector On  (Veh Det #4),,,
1633706255,82,4,Detector Off  (Veh Det #14),,,
1633706256,81,14,Phase Omit On  (Phase 1),,,
1633706257,46,1,Detector Off  (Veh Det #4),,,
1633706258,81,4,Phase End Yellow Cl  (Phase 4),,,
1633706258,9,4,Phase Begin Red Cl  (Phase 4),,,
1633706259,10,4,Phase Inactive  (Phase 4),,,
1633706259,12,4,Phase End Red Cl  (Phase 4),,,
1633706259,11,4,Phase On  (Phase 1),,,
1633706259,0,1,Phase Begin Green  (Phase 1),,,
1633706259,1,1,Overlap Begin Green  (Overlap  (Overlap A),,,
1633706259,61,1,Barrier Term  (Preceding Phase 1),,,
1633706260,31,1,Detector On  (Veh Det #14),,,
1633706260,82,14,Detector On  (Veh Det #9),,,
1633706261,82,9,Detector Off  (Veh Det #9),,,
1633706261,81,9,Detector On  (Veh Det #4),,,
1633706261,82,4,Detector Off  (Veh Det #14),,,
1633706264,81,14,Detector Off  (Veh Det #4),,,
1633706265,81,4,Phase Min Complete  (Phase 1),,,
1633706267,3,1,Phase Green Term  (Phase 1),,,
1633706267,7,1,Phase Begin Yellow Cl  (Phase 1),,,
1633706267,8,1,Phase Force Off  (Phase 1),,,
1633706267,6,1,Phase Check  (Phase 1),,,
1633706267,2,1,Detector Off  (Veh Det #1),,,
1633706267,81,1,Detector On  (Veh Det #14),,,
1633706267,82,14,Phase Call Dropped  (Phase 1),,,
1633706268,44,1,Detector On  (Veh Det #4),,,
1633706268,82,4,Detector Off  (Veh Det #14),,,
1633706269,81,14,Detector On  (Veh Det #14),,,
1633706271,82,14,Phase End Yellow Cl  (Phase 1),,,
1633706271,9,1,Phase Begin Red Cl  (Phase 1),,,
1633706272,10,1,Coord Cycle State,,,
1633706272,150,5,Phase Inactive  (Phase 1),,,
1633706272,12,1,Phase End Red Cl  (Phase 1),,,
1633706272,11,1,Phase On  (Phase 2),,,
1633706272,0,2,Phase Begin Green  (Phase 2),,,
1633706272,1,2,Ped Begin Walk  (Ped 2),,,
1633706272,21,2,Bike Call Off  (Phase 2),,,
1633706272,1102,2,Ped Omit On  (Ped 1),,,
1633706272,48,1,Coord Cycle State,,,
1633706272,150,1,Bike Call On  (Phase 2),,,
1633706276,1103,2,Detector On  (Veh Det #15),,,
1633706277,82,15,Detector Off  (Veh Det #15),,,
1633706279,81,15,Detector Off  (Veh Det #12),,,
1633706279,81,12,Detector On  (Veh Det #11),,,
1633706280,82,11,Phase Min Complete  (Phase 2),,,
1633706282,3,2,Detector On  (Veh Det #10),,,
1633706282,82,10,Detector Off  (Veh Det #10),,,
1633706283,81,10,Ped Begin Clearance  (Ped 2),,,
1633706283,22,2,Phase Hold Released  (Phase 2),,,
1633706283,42,2,Phase Omit On  (Phase 2),,,
1633706284,46,2,Detector On  (Veh Det #12),,,
1633706284,82,12,Detector Off  (Veh Det #12),,,
1633706284,81,12,Detector Off  (Veh Det #11),,,
1633706285,81,11,Detector On  (Veh Det #11),,,
1633706286,82,11,Detector On  (Veh Det #12),,,
1633706287,82,12,Detector On  (Veh Det #9),,,
1633706287,82,9,Detector On  (Veh Det #10),,,
1633706287,82,10,Detector Off  (Veh Det #11),,,
1633706287,81,11,Detector Off  (Veh Det #9),,,
1633706287,81,9,Detector On  (Veh Det #16),,,
1633706288,82,16,Detector Off  (Veh Det #10),,,
1633706288,81,10,Detector On  (Veh Det #11),,,
1633706288,82,11,Detector Off  (Veh Det #12),,,
1633706288,81,12,Detector On  (Veh Det #10),,,
1633706288,82,10,Detector On  (Veh Det #1),,,
1633706288,82,1,Phase Check  (Phase 1),,,
1633706288,2,1,Phase Call Registered  (Phase 1),,,
1633706289,43,1,Detector Off  (Veh Det #10),,,
1633706289,81,10,Detector Off  (Veh Det #16),,,
1633706289,81,16,Detector On  (Veh Det #9),,,
1633706289,82,9,Detector Off  (Veh Det #9),,,
1633706291,81,9,Detector On  (Veh Det #16),,,
1633706292,82,16,Detector Off  (Veh Det #16),,,
1633706296,81,16,Detector On  (Veh Det #16),,,
1633706298,82,16,Detector Off  (Veh Det #16),,,
1633706298,81,16,Coord Phase Yield Pt  (Phase 4),,,
1633706298,151,4,Phase Green Term  (Phase 2),,,
1633706298,7,2,Phase Begin Yellow Cl  (Phase 2),,,
1633706298,8,2,Ped Begin Don’t Walk  (Ped 2),,,
1633706298,23,2,Phase Omit Off  (Phase 2),,,
1633706298,47,2,Phase Omit Off  (Phase 4),,,
1633706298,47,4,Ped Omit Off  (Ped 4),,,
1633706298,49,4,Overlap Begin Yellow Cl  (Overlap  (Overlap A),,,
1633706298,63,1,Coord Phase Yield Pt  (Phase 1),,,
1633706298,151,1,Coord Phase Yield Pt  (Phase 3),,,
1633706298,151,3,Phase Check  (Phase 2),,,
1633706298,2,2,Phase Omit Off  (Phase 1),,,
1633706298,47,1,Ped Omit Off  (Ped 1),,,
1633706301,49,1,Detector On  (Veh Det #10),,,
1633706302,82,10,Detector Off  (Veh Det #11),,,
1633706302,81,11,Detector On  (Veh Det #9),,,
1633706302,82,9,Detector Off  (Veh Det #10),,,
1633706302,81,10,Detector Off  (Veh Det #9),,,
1633706302,81,9,Detector On  (Veh Det #12),,,
1633706302,82,12,Detector Off  (Veh Det #12),,,
1633706302,81,12,Phase End Yellow Cl  (Phase 2),,,
1633706302,9,2,Phase Begin Red Cl  (Phase 2),,,
1633706302,10,2,Overlap Begin Red Cl  (Overlap  (Overlap A),,,
1633706303,64,1,Detector On  (Veh Det #10),,,
1633706303,82,10,Detector Off  (Veh Det #10),,,
1633706303,81,10,Phase Inactive  (Phase 2),,,
1633706303,12,2,Phase End Red Cl  (Phase 2),,,
1633706303,11,2,Phase On  (Phase 4),,,
1633706303,0,4,Phase Begin Green  (Phase 4),,,
1633706303,1,4,Overlap Off  (Overlap  (Overlap A),,,
1633706303,65,1,Barrier Term  (Preceding Phase 1),,,
1633706303,31,1,Ped Omit On  (Ped 4),,,
1633706303,48,4,Phase Hold Active  (Phase 2),,,
1633706306,41,2,Detector On  (Veh Det #16),,,
1633706307,82,16,Detector Off  (Veh Det #16),,,
1633706307,81,16,Detector On  (Veh Det #11),,,
1633706309,82,11,Phase Min Complete  (Phase 4),,,
1633706319,3,4,Detector Off  (Veh Det #14),,,
1633706320,81,14,Detector On  (Veh Det #14),,,
1633706321,82,14,Detector Off  (Veh Det #14),,,
1633706322,81,14,Detector On  (Veh Det #14),,,
1633706322,82,14,Phase Omit On  (Phase 4),,,
1633706325,46,4,Detector Off  (Veh Det #14),,,
1633706327,81,14,Detector On  (Veh Det #14),,,
1633706328,82,14,Detector Off  (Veh Det #14),,,
1633706328,81,14,Detector Off  (Veh Det #4),,,
1633706328,81,4,Phase Call Dropped  (Phase 4),,,
1633706331,44,4,Phase Green Term  (Phase 4),,,
1633706331,7,4,Phase Begin Yellow Cl  (Phase 4),,,
1633706331,8,4,Phase Gap Out  (Phase 4),,,
1633706332,4,4,Detector On  (Veh Det #14),,,
1633706333,82,14,Detector On  (Veh Det #13),,,
1633706333,82,13,Detector On  (Veh Det #4),,,
1633706333,82,4,Phase Check  (Phase 4),,,
1633706333,2,4,Phase Call Registered  (Phase 4),,,
1633706333,43,4,Detector Off  (Veh Det #13),,,
1633706333,81,13,Phase Force Off  (Phase 4),,,
1633706334,6,4,Ped Detector On  (Ped Det #4),,,
1633706334,90,4,Ped Call Registered  (Ped 4),,,
1633706334,45,4,Ped Detector Off  (Ped Det #4),,,
1633706334,89,4,Detector Off  (Veh Det #14),,,
1633706335,81,14,Phase End Yellow Cl  (Phase 4),,,
1633706335,9,4,Phase Begin Red Cl  (Phase 4),,,
1633706336,10,4,Phase Inactive  (Phase 4),,,
1633706336,12,4,Phase End Red Cl  (Phase 4),,,
1633706336,11,4,Phase On  (Phase 1),,,
1633706336,0,1,Phase Begin Green  (Phase 1),,,
1633706336,1,1,Overlap Begin Green  (Overlap  (Overlap A),,,
1633706336,61,1,Barrier Term  (Preceding Phase 1),,,
1633706336,31,1,Ped Omit On  (Ped 1),,,
1633706338,48,1,Phase Omit On  (Phase 1),,,
1633706341,46,1,Detector On  (Veh Det #16),,,
1633706342,82,16,Detector Off  (Veh Det #16),,,
1633706342,81,16,Phase Min Complete  (Phase 1),,,
1633706344,3,1,Detector On  (Veh Det #16),,,
1633706344,82,16,Phase Green Term  (Phase 1),,,
1633706344,7,1,Phase Begin Yellow Cl  (Phase 1),,,
1633706344,8,1,Phase Force Off  (Phase 1),,,
1633706344,6,1,Phase Check  (Phase 1),,,
1633706348,2,1,Phase End Yellow Cl  (Phase 1),,,
1633706348,9,1,Phase Begin Red Cl  (Phase 1),,,
1633706349,10,1,Phase Inactive  (Phase 1),,,
1633706349,12,1,Phase End Red Cl  (Phase 1),,,
1633706349,11,1,Phase On  (Phase 2),,,
1633706349,0,2,Phase Begin Green  (Phase 2),,,
1633706349,1,2,Ped Begin Walk  (Ped 2),,,
1633706349,21,2,Bike Call Off  (Phase 2),,,
1633706349,1102,2,Bike Call On  (Phase 2),,,
1633706351,1103,2,Detector Off  (Veh Det #16),,,
1633706351,81,16,Detector Off  (Veh Det #1),,,
1633706351,81,1,Coord Cycle State,,,
1633706351,150,5,Phase Call Dropped  (Phase 1),,,
1633706352,44,1,Coord Cycle State,,,
1633706354,150,1,Detector Off  (Veh Det #11),,,
1633706354,81,11,Detector On  (Veh Det #12),,,
1633706354,82,12,Detector On  (Veh Det #11),,,
1633706354,82,11,Detector Off  (Veh Det #11),,,
1633706354,81,11,Detector Off  (Veh Det #12),,,
1633706355,81,12,Detector On  (Veh Det #11),,,
1633706357,82,11,Phase Min Complete  (Phase 2),,,
1633706358,3,2,Detector On  (Veh Det #16),,,
1633706358,82,16,Detector Off  (Veh Det #11),,,
1633706359,81,11,Detector Off  (Veh Det #16),,,
1633706359,81,16,Detector On  (Veh Det #16),,,
1633706359,82,16,Detector On  (Veh Det #11),,,
1633706359,82,11,Detector Off  (Veh Det #16),,,
1633706359,81,16,Detector On  (Veh Det #1),,,
1633706359,82,1,Phase Check  (Phase 1),,,
1633706359,2,1,Phase Call Registered  (Phase 1),,,
1633706359,43,1,Detector On  (Veh Det #10),,,
1633706360,82,10,Detector On  (Veh Det #9),,,
1633706360,82,9,Detector Off  (Veh Det #10),,,
1633706361,81,10,Detector Off  (Veh Det #9),,,
1633706361,81,9,Detector On  (Veh Det #10),,,
1633706361,82,10,Detector Off  (Veh Det #11),,,
1633706361,81,11,Detector Off  (Veh Det #10),,,
1633706362,81,10,Detector On  (Veh Det #10),,,
1633706362,82,10,Detector On  (Veh Det #11),,,
1633706362,82,11,Detector Off  (Veh Det #10),,,
1633706362,81,10,Detector On  (Veh Det #10),,,
1633706363,82,10,Detector Off  (Veh Det #10),,,
1633706363,81,10,Detector Off  (Veh Det #11),,,
1633706363,81,11,Ped Begin Clearance  (Ped 2),,,
1633706363,22,2,Phase Hold Released  (Phase 2),,,
1633706363,42,2,Phase Omit On  (Phase 2),,,
1633706364,46,2,Detector On  (Veh Det #15),,,
1633706364,82,15,Detector On  (Veh Det #9),,,
1633706365,82,9,Detector On  (Veh Det #11),,,
1633706365,82,11,Detector Off  (Veh Det #15),,,
1633706365,81,15,Detector Off  (Veh Det #9),,,
1633706365,81,9,Detector Off  (Veh Det #2),,,
1633706366,81,2,Detector On  (Veh Det #2),,,
1633706366,82,2,Detector Off  (Veh Det #11),,,
1633706368,81,11,Detector On  (Veh Det #11),,,
1633706368,82,11,Detector Off  (Veh Det #2),,,
1633706368,81,2,Detector On  (Veh Det #2),,,
1633706369,82,2,Detector Off  (Veh Det #11),,,
1633706370,81,11,Detector On  (Veh Det #9),,,
1633706371,82,9,Detector On  (Veh Det #11),,,
1633706371,82,11,Detector Off  (Veh Det #2),,,
1633706371,81,2,Detector On  (Veh Det #2),,,
1633706371,82,2,Detector On  (Veh Det #16),,,
1633706371,82,16,Detector Off  (Veh Det #9),,,
1633706371,81,9,Detector Off  (Veh Det #11),,,
1633706372,81,11,Detector Off  (Veh Det #16),,,
1633706372,81,16,Detector On  (Veh Det #13),,,
1633706373,82,13,Detector Off  (Veh Det #2),,,
1633706373,81,2,Detector On  (Veh Det #15),,,
1633706374,82,15,Detector Off  (Veh Det #13),,,
1633706376,81,13,Detector On  (Veh Det #12),,,
1633706376,82,12,Detector On  (Veh Det #11),,,
1633706376,82,11,Detector On  (Veh Det #2),,,
1633706377,82,2,Detector Off  (Veh Det #11),,,
1633706377,81,11,Detector Off  (Veh Det #12),,,
1633706378,81,12,Coord Phase Yield Pt  (Phase 4),,,
1633706378,151,4,Phase Green Term  (Phase 2),,,
1633706378,7,2,Phase Begin Yellow Cl  (Phase 2),,,
1633706378,8,2,Ped Begin Don’t Walk  (Ped 2),,,
1633706378,23,2,Phase Omit Off  (Phase 2),,,
1633706378,47,2,Phase Omit Off  (Phase 4),,,
1633706378,47,4,Ped Omit Off  (Ped 4),,,
1633706378,49,4,Overlap Begin Yellow Cl  (Overlap  (Overlap A),,,
1633706378,63,1,Coord Phase Yield Pt  (Phase 1),,,
1633706378,151,1,Coord Phase Yield Pt  (Phase 3),,,
1633706378,151,3,Phase Check  (Phase 2),,,
1633706378,2,2,Phase Omit Off  (Phase 1),,,
1633706378,47,1,Ped Omit Off  (Ped 1),,,
1633706379,49,1,Detector Off  (Veh Det #2),,,
1633706379,81,2,Detector On  (Veh Det #11),,,
1633706380,82,11,Detector On  (Veh Det #2),,,
1633706380,82,2,Detector Off  (Veh Det #11),,,
1633706381,81,11,Detector On  (Veh Det #13),,,
1633706382,82,13,Detector Off  (Veh Det #2),,,
1633706382,81,2,Phase End Yellow Cl  (Phase 2),,,
1633706382,9,2,Phase Begin Red Cl  (Phase 2),,,
1633706382,10,2,Overlap Begin Red Cl  (Overlap  (Overlap A),,,
1633706383,64,1,Detector On  (Veh Det #11),,,
1633706383,82,11,Phase Inactive  (Phase 2),,,
1633706383,12,2,Phase End Red Cl  (Phase 2),,,
1633706383,11,2,Phase On  (Phase 4),,,
1633706383,0,4,Phase Begin Green  (Phase 4),,,
1633706383,1,4,Ped Begin Walk  (Ped 4),,,
1633706383,21,4,Overlap Off  (Overlap  (Overlap A),,,
1633706383,65,1,Barrier Term  (Preceding Phase 1),,,
1633706383,31,1,Ped Omit On  (Ped 4),,,
1633706383,48,4,Phase Hold Active  (Phase 2),,,
1633706384,41,2,Detector Off  (Veh Det #13),,,
1633706384,81,13,Detector On  (Veh Det #2),,,
1633706384,82,2,Detector Off  (Veh Det #11),,,
1633706385,81,11,Detector On  (Veh Det #12),,,
1633706386,82,12,Detector Off  (Veh Det #12),,,
1633706389,81,12,Phase Min Complete  (Phase 4),,,
1633706389,3,4,Detector On  (Veh Det #14),,,
1633706390,82,14,Detector Off  (Veh Det #15),,,
1633706390,81,15,Ped Begin Clearance  (Ped 4),,,
1633706394,22,4,Detector Off  (Veh Det #14),,,
1633706395,81,14,Detector On  (Veh Det #14),,,
1633706398,82,14,Detector Off  (Veh Det #14),,,
1633706399,81,14,Detector On  (Veh Det #14),,,
1633706399,82,14,Detector On  (Veh Det #13),,,
1633706399,82,13,Detector On  (Veh Det #12),,,
1633706400,82,12,Detector Off  (Veh Det #13),,,
1633706401,81,13,Detector Off  (Veh Det #14),,,
1633706402,81,14,Detector On  (Veh Det #14),,,
1633706402,82,14,Phase Omit On  (Phase 4),,,
1633706403,46,4,Detector Off  (Veh Det #14),,,
1633706405,81,14,Detector Off  (Veh Det #4),,,
1633706405,81,4,Phase Call Dropped  (Phase 4),,,
1633706407,44,4,Detector On  (Veh Det #11),,,
1633706408,82,11,Phase Gap Out  (Phase 4),,,
1633706410,4,4,Detector On  (Veh Det #13),,,
1633706411,82,13,Detector On  (Veh Det #4),,,
1633706411,82,4,Phase Call Registered  (Phase 4),,,
1633706411,43,4,Detector Off  (Veh Det #13),,,
1633706411,81,13,Ped Begin Don’t Walk  (Ped 4),,,
1633706413,23,4,Detector Off  (Veh Det #12),,,
1633706413,81,12,Detector Off  (Veh Det #4),,,
1633706413,81,4,Phase Green Term  (Phase 4),,,
1633706413,7,4,Phase Begin Yellow Cl  (Phase 4),,,
1633706413,8,4,Phase Force Off  (Phase 4),,,
1633706413,6,4,Phase Call Dropped  (Phase 4),,,
1633706414,44,4,Phase Check  (Phase 4),,,
1633706414,2,4,Phase Call Registered  (Phase 4),,,
1633706415,43,4,Phase Omit On  (Phase 1),,,
1633706417,46,1,Phase End Yellow Cl  (Phase 4),,,
1633706417,9,4,Phase Begin Red Cl  (Phase 4),,,
1633706418,10,4,Phase Inactive  (Phase 4),,,
1633706418,12,4,Phase End Red Cl  (Phase 4),,,
1633706418,11,4,Phase On  (Phase 1),,,
1633706418,0,1,Phase Begin Green  (Phase 1),,,
1633706418,1,1,Overlap Begin Green  (Overlap  (Overlap A),,,
1633706418,61,1,Barrier Term  (Preceding Phase 1),,,
1633706419,31,1,Detector On  (Veh Det #12),,,
1633706422,82,12,Detector Off  (Veh Det #12),,,
1633706423,81,12,Detector On  (Veh Det #14),,,
1633706424,82,14,Phase Min Complete  (Phase 1),,,
1633706426,3,1,Detector Off  (Veh Det #1),,,
1633706426,81,1,Phase Call Dropped  (Phase 1),,,
1633706426,44,1,Phase Green Term  (Phase 1),,,
1633706426,7,1,Phase Begin Yellow Cl  (Phase 1),,,
1633706426,8,1,Phase Force Off  (Phase 1),,,
1633706427,6,1,Detector On  (Veh Det #16),,,
1633706427,82,16,Detector On  (Veh Det #1),,,
1633706427,82,1,Phase Check  (Phase 1),,,
1633706427,2,1,Phase Call Registered  (Phase 1),,,
1633706427,43,1,Detector Off  (Veh Det #16),,,
1633706427,81,16,Detector On  (Veh Det #12),,,
1633706428,82,12,Detector On  (Veh Det #10),,,
1633706429,82,10,Detector Off  (Veh Det #10),,,
1633706429,81,10,Detector Off  (Veh Det #12),,,
1633706429,81,12,Detector Off  (Veh Det #14),,,
1633706430,81,14,Detector Off  (Veh Det #1),,,
1633706430,81,1,Phase Call Dropped  (Phase 1),,,
1633706430,44,1,Phase End Yellow Cl  (Phase 1),,,
1633706430,9,1,Phase Begin Red Cl  (Phase 1),,,
1633706431,10,1,Coord Cycle State,,,
1633706431,150,5,Phase Inactive  (Phase 1),,,
1633706431,12,1,Phase End Red Cl  (Phase 1),,,
1633706431,11,1,Phase On  (Phase 2),,,
1633706431,0,2,Phase Begin Green  (Phase 2),,,
1633706431,1,2,Ped Begin Walk  (Ped 2),,,
1633706431,21,2,Bike Call Off  (Phase 2),,,
1633706431,1102,2,Ped Omit On  (Ped 1),,,
1633706432,48,1,Coord Cycle State,,,
1633706432,150,1,Bike Call On  (Phase 2),,,
1633706439,1103,2,Detector On  (Veh Det #12),,,
1633706439,82,12,Detector Off  (Veh Det #11),,,
1633706439,81,11,Phase Min Complete  (Phase 2),,,
1633706440,3,2,Detector Off  (Veh Det #12),,,
1633706440,81,12,Detector On  (Veh Det #14),,,
1633706442,82,14,Detector Off  (Veh Det #2),,,
1633706442,81,2,Detector On  (Veh Det #4),,,
1633706443,82,4,Ped Begin Clearance  (Ped 2),,,
1633706443,22,2,Phase Hold Released  (Phase 2),,,
1633706443,42,2,Phase Omit On  (Phase 2),,,
1633706444,46,2,Detector Off  (Veh Det #14),,,
1633706444,81,14,Detector On  (Veh Det #11),,,
1633706444,82,11,Detector On  (Veh Det #2),,,
1633706445,82,2,Detector On  (Veh Det #16),,,
1633706445,82,16,Detector On  (Veh Det #15),,,
1633706445,82,15,Detector On  (Veh Det #1),,,
1633706445,82,1,Phase Check  (Phase 1),,,
1633706445,2,1,Phase Call Registered  (Phase 1),,,
1633706445,43,1,Detector Off  (Veh Det #16),,,
1633706445,81,16,Detector Off  (Veh Det #11),,,
1633706446,81,11,Detector Off  (Veh Det #15),,,
1633706448,81,15,Detector Off  (Veh Det #2),,,
1633706449,81,2,Detector On  (Veh Det #11),,,
1633706449,82,11,Detector On  (Veh Det #2),,,
1633706449,82,2,Detector On  (Veh Det #12),,,
1633706450,82,12,Detector Off  (Veh Det #12),,,
1633706450,81,12,Detector Off  (Veh Det #11),,,
1633706451,81,11,Detector On  (Veh Det #9),,,
1633706451,82,9,Detector On  (Veh Det #16),,,
1633706451,82,16,Detector Off  (Veh Det #9),,,
1633706452,81,9,Detector Off  (Veh Det #2),,,
1633706452,81,2,Detector On  (Veh Det #10),,,
1633706453,82,10,Detector Off  (Veh Det #16),,,
1633706453,81,16,Detector On  (Veh Det #2),,,
1633706453,82,2,Detector On  (Veh Det #11),,,
1633706453,82,11,Detector On  (Veh Det #9),,,
1633706454,82,9,Detector Off  (Veh Det #10),,,
1633706454,81,10,Detector Off  (Veh Det #9),,,
1633706454,81,9,Detector Off  (Veh Det #11),,,
1633706455,81,11,Detector On  (Veh Det #15),,,
1633706457,82,15,Detector On  (Veh Det #12),,,
1633706457,82,12,Detector Off  (Veh Det #2),,,
1633706457,81,2,Detector On  (Veh Det #2),,,
1633706457,82,2,Detector On  (Veh Det #16),,,
1633706458,82,16,Detector Off  (Veh Det #12),,,
1633706458,81,12,Detector On  (Veh Det #14),,,
1633706458,82,14,Detector Off  (Veh Det #16),,,
1633706458,81,16,Coord Phase Yield Pt  (Phase 4),,,
1633706458,151,4,Phase Green Term  (Phase 2),,,
1633706458,7,2,Phase Begin Yellow Cl  (Phase 2),,,
1633706458,8,2,Ped Begin Don’t Walk  (Ped 2),,,
1633706458,23,2,Phase Omit Off  (Phase 2),,,
1633706458,47,2,Phase Omit Off  (Phase 4),,,
1633706458,47,4,Ped Omit Off  (Ped 4),,,
1633706458,49,4,Overlap Begin Yellow Cl  (Overlap  (Overlap A),,,
1633706458,63,1,Coord Phase Yield Pt  (Phase 1),,,
1633706458,151,1,Coord Phase Yield Pt  (Phase 3),,,
1633706458,151,3,Phase Check  (Phase 2),,,
1633706458,2,2,Phase Omit Off  (Phase 1),,,
1633706458,47,1,Ped Omit Off  (Ped 1),,,
1633706459,49,1,Detector On  (Veh Det #11),,,
1633706460,82,11,Detector On  (Veh Det #10),,,
1633706460,82,10,Detector Off  (Veh Det #11),,,
1633706460,81,11,Detector On  (Veh Det #9),,,
1633706460,82,9,Detector Off  (Veh Det #9),,,
1633706460,81,9,Detector On  (Veh Det #9),,,
1633706460,82,9,Detector Off  (Veh Det #10),,,
