,Timestamp,ID,Label,Confidence,BBox_Position_X,BBox_Position_Y,BBox_Size_X,BBox_Size_Y,BBox_Size_Z,BBox_Yaw,Velocity_X,Velocity_Y,Tracking_Status
60,1633705178003,351304,2,0.6177825332,-17.21367264,9.499397278,0.6999999881,0.6999999881,1.6024026869999999,3.450430393,-1.4415085319999998,-0.49104043840000006,3
62,1633705178124,351314,2,0.6747295856000001,-2.685392857,-10.67663097,0.6999999881,0.6999999881,1.5098261830000002,4.679522038,-0.062149651349999994,-0.7956965565999999,3
63,1633705178124,351304,2,0.6177825332,-17.27210999,9.479724884,0.6999999881,0.6999999881,1.6024026869999999,3.462440014,-1.445135593,-0.4802613854,4
65,1633705178237,351314,2,0.6747295856000001,-2.726492167,-10.7342844,0.6999999881,0.6999999881,1.6577119830000002,4.833971023999999,-0.07854443042999999,-0.7814266086,3
66,1633705178237,351304,2,0.6177825332,-17.40240288,9.492259979,0.6999999881,0.6999999881,1.7549200059999999,3.443106174,-1.36624217,-0.4356044829,3
68,1633705178342,351314,2,0.6747295856000001,-2.6840019230000003,-10.85494232,0.6999999881,0.6999999881,1.6516122819999999,4.970933914,-0.052362687889999995,-0.8013296126999999,3
69,1633705178342,351304,2,0.6177825332,-17.4605999,9.47396183,0.6999999881,0.6999999881,1.7549200059999999,3.441934109,-1.369812131,-0.4242452085,4
71,1633705178443,351314,2,0.6747295856000001,-2.628806829,-10.93802834,0.6999999881,0.6999999881,1.519637585,4.900987625,-0.03978440538,-0.7898376584000001,3
72,1633705178443,351304,2,0.6177825332,-17.73341942,9.442872047,0.6999999881,0.6999999881,1.727262735,3.549551487,-1.429698706,-0.4235107899,3
75,1633705178573,351314,2,0.6747295856000001,-2.646374226,-11.02866364,0.6999999881,0.6999999881,1.6235899930000002,5.099351883,-0.03661144897,-0.8029150367,3
77,1633705178573,351304,2,0.6177825332,-17.79222107,9.425718307,0.6999999881,0.6999999881,1.727262735,3.421022892,-1.4332712890000001,-0.4112583697,4
79,1633705178699,351314,2,0.6747295856000001,-2.652635336,-11.08358479,0.6999999881,0.6999999881,1.6619167330000002,5.296373367,-0.007293278817,-0.811762929,3
81,1633705178699,351304,2,0.6255258322,-18.00405121,9.13053894,0.6999999881,0.6999999881,1.6969432830000002,3.530264378,-1.376196384,-0.6061730385,3
83,1633705178794,351314,2,0.6447296143,-2.63642478,-11.27696228,0.6999999881,0.6999999881,1.54125309,4.688509464,0.014038185590000002,-0.8124739528,3
85,1633705178794,351304,2,0.6255258322,-18.17616844,9.145513535,0.6999999881,0.6999999881,1.498682737,3.532761097,-1.343487263,-0.5540826917,4
88,1633705178911,351314,2,0.6147296429,-2.631497383,-11.29975796,0.1437797546,0.443980217,1.649924278,5.41052103,0.01353705209,-0.7733351587999999,3
90,1633705178911,351304,2,0.6255258322,-18.21915627,9.127736092000001,0.6999999881,0.6999999881,1.498682737,3.534851551,-1.342326283,-0.5568892956,4
92,1633705179012,351314,2,0.6147296429,-2.588313103,-11.37831593,0.6999999881,0.6999999881,1.38985157,4.4091711039999995,0.033995013680000005,-0.7719542979999999,3
94,1633705179012,351304,2,0.6255258322,-18.49865532,9.097447395,0.6999999881,0.6999999881,1.449591637,3.430410862,-1.336390018,-0.47518906,3
96,1633705179115,351314,2,0.6461839079999999,-2.610394955,-11.42708969,0.6999999881,0.6999999881,1.6717405319999998,4.4238195419999995,0.03875295818,-0.7620962262000001,3
98,1633705179115,351304,2,0.6255258322,-18.59732246,9.099123001,0.6999999881,0.6999999881,1.62785697,3.323233128,-1.305826664,-0.43851029869999997,3
100,1633705179241,351314,2,0.6461839079999999,-2.521375656,-11.56427479,0.6999999881,0.6999999881,1.658007145,4.2665929789999995,0.08811832219,-0.7947631478,3
103,1633705179241,351304,2,0.6255258322,-18.65548134,9.079726219,0.6999999881,0.6999999881,1.62785697,3.4612708089999997,-1.3077006340000001,-0.432890445,4
104,1633705179339,351314,2,0.6461839079999999,-2.486857891,-11.65421581,0.6999999881,0.6999999881,1.558554649,4.3203039169999995,0.12274104359999999,-0.8012680410999999,3
107,1633705179339,351304,2,0.6255258322,-18.69682503,9.066133499,0.6999999881,0.6999999881,1.62785697,3.457099438,-1.309494972,-0.4274318218,4
109,1633705179465,351314,2,0.6161839365999999,-2.588623524,-11.69865799,0.1812114716,0.5110960007,1.669830799,5.41052103,0.04663614556,-0.7790931462999999,3
112,1633705179465,351304,2,0.6255258322,-18.74608994,9.050171852,0.6999999881,0.6999999881,1.62785697,3.452893734,-1.311281085,-0.4219207168,4
113,1633705179567,351314,2,0.6161839365999999,-2.571709633,-11.78160572,0.6999999881,0.6999999881,1.4097700119999999,4.601793289,0.04815560579,-0.780524075,3
116,1633705179567,351304,2,0.6255258322,-18.81581688,9.027892113,0.6999999881,0.6999999881,1.62785697,3.448916912,-1.312948465,-0.4167029858,4
117,1633705179688,351314,2,0.5861839652,-2.6220338340000002,-11.87424564,0.1267518997,0.4955091476,1.5590734480000001,5.41052103,0.025783527639999998,-0.7667503357,3
120,1633705179688,351304,2,0.6255258322,-19.36687469,8.693288803,0.6999999881,0.6999999881,1.7157409190000001,3.65233469,-1.427076459,-0.5497244000000001,3
121,1633705179815,351314,2,0.5861839652,-2.603960514,-11.98494339,0.6999999881,0.6999999881,1.541041374,4.41405344,0.03357084841,-0.7680090070000001,3
124,1633705179815,351304,2,0.6255258322,-19.4261055,8.670403481000001,0.6999999881,0.6999999881,1.7157409190000001,3.5111804010000003,-1.4260318280000002,-0.5524287224000001,4
125,1633705179922,351314,2,0.5561839938,-2.597063303,-12.03445625,0.10148429869999999,0.42650127409999994,1.3949470519999998,5.235987186,0.03423571214,-0.7617302537,3
128,1633705179922,351304,2,0.6255258322,-19.47030449,8.653235435,0.6999999881,0.6999999881,1.7157409190000001,3.512937069,-1.425058961,-0.55493325,4
130,1633705180025,351314,2,0.5261840224000001,-2.599902391,-12.10216999,0.110640049,0.39153766630000003,1.561835289,5.41052103,0.03702565655,-0.7567230463,3
134,1633705180025,351304,2,0.6255258322,-19.52541542,8.631717682,0.6999999881,0.6999999881,1.7157409190000001,3.514668941,-1.4240959880000001,-0.5574001074,4
135,1633705180142,351314,2,0.4961840212,-2.551428795,-12.14352322,0.1314983368,0.5016908646,1.6798048019999998,5.235987186,0.06239971891,-0.7396887541,3
139,1633705180142,351304,2,0.6255258322,-19.60796738,8.599321365,0.6999999881,0.6999999881,1.7157409190000001,3.5164246560000003,-1.4231152530000002,-0.5598996282,4
140,1633705180265,351314,2,0.46618402,-2.525853872,-12.21031761,0.1460504532,0.41847705840000005,1.669335365,5.235987186,0.09267324954,-0.7465720773000001,3
144,1633705180265,351304,2,0.6255258322,-19.72000504,8.555129051,0.6999999881,0.6999999881,1.7157409190000001,3.518181324,-1.422129154,-0.5623993278,4
149,1633705180383,351314,2,0.46618402,-2.52154398,-12.24403667,0.1460504532,0.41847705840000005,1.669335365,4.843407153999999,0.09828344733,-0.7458543181,4
150,1633705180383,351304,2,0.6255258322,-19.85889435,8.500025749,0.6999999881,0.6999999881,1.7157409190000001,3.520039082,-1.4210823769999998,-0.5650393367000001,4
155,1633705180511,351314,2,0.5201697946,-2.482247591,-12.48413849,0.6999999881,0.6999999881,1.5697498319999998,4.426748753,0.08664807677000001,-0.8032568097,3
156,1633705180511,351304,2,0.6255258322,-19.99394989,8.446121216,0.6999999881,0.6999999881,1.7157409190000001,3.52181673,-1.420075536,-0.5675649643,4
161,1633705180634,351314,2,0.5201697946,-2.4481194019999997,-12.59897614,0.6999999881,0.6999999881,1.374586105,4.8440938,0.10481233150000001,-0.7912110686,4
162,1633705180634,351304,2,0.6255258322,-20.19887161,8.363814354,0.6999999881,0.6999999881,1.7157409190000001,3.5253262519999997,-1.418074965,-0.5725452303999999,4
167,1633705180740,351314,2,0.5201697946,-2.444787264,-12.62361145,0.6999999881,0.6999999881,1.374586105,4.849774837,0.109306179,-0.7906028032,4
168,1633705180740,351304,2,0.6255258322,-20.2565918,8.340503692999999,0.6999999881,0.6999999881,1.7157409190000001,3.5270733830000003,-1.417072535,-0.575021565,4
173,1633705180859,351314,2,0.5201697946,-2.440629482,-12.65306473,0.6999999881,0.6999999881,1.374586105,4.855615139,0.11392144859999999,-0.7899509071999999,4
177,1633705180986,351314,2,0.5201697946,-2.434038401,-12.69780827,0.6999999881,0.6999999881,1.374586105,4.861601353,0.11864829060000001,-0.7892548442,4
183,1633705181089,351314,2,0.5201697946,-2.4248023030000003,-12.75805855,0.6999999881,0.6999999881,1.374586105,4.867346287,0.12318072470000001,-0.7885601521,4
188,1633705181203,351314,2,0.49016979340000005,-2.64382267,-13.02564526,0.2809915543,0.12076377869999999,1.60525322,4.014257908,-0.02107406035,-0.7772856951,3
193,1633705181321,351314,2,0.6187650561,-2.447343826,-13.07973194,0.6999999881,0.6999999881,1.598796844,4.436514378,0.05216993392,-0.7491173148,3
198,1633705181420,351314,2,0.6187650561,-2.4451537130000003,-13.11107635,0.6999999881,0.6999999881,1.598796844,4.782253742,0.05242042989,-0.7490999698999999,4
203,1633705181554,351314,2,0.6187650561,-2.4433748719999997,-13.13650799,0.6999999881,0.6999999881,1.598796844,4.782626629,0.052700210360000006,-0.7490804195,4
208,1633705181653,351314,2,0.6379206777,-2.487331867,-13.35672665,0.6999999881,0.6999999881,1.6455583569999999,4.68226862,0.052500706169999994,-0.7858938575,3
213,1633705181766,351314,2,0.6379206777,-2.4853286740000002,-13.386756900000002,0.6999999881,0.6999999881,1.6455583569999999,4.778959751,0.052395034580000006,-0.7859009504000001,4
219,1633705181863,351314,2,0.6379206777,-2.483648777,-13.41175079,0.6999999881,0.6999999881,1.6455583569999999,4.7788147930000004,0.05228092893999999,-0.785908699,4
226,1633705181990,351314,2,0.6379206777,-2.59526968,-13.67160225,0.6999999881,0.6999999881,1.387358665,4.702476978,-0.008193522692,-0.8265847564,4
232,1633705182108,351314,2,0.6379206777,-2.5955941680000003,-13.69688034,0.6999999881,0.6999999881,1.387358665,4.696399212,-0.013217229399999999,-0.8265197276999999,4
238,1633705182223,351314,2,0.6379206777,-2.596238613,-13.73032951,0.6999999881,0.6999999881,1.387358665,4.689814091000001,-0.018660129980000002,-0.8264148235,4
244,1633705182348,351314,2,0.6379206777,-2.597499847,-13.779172899999999,0.6999999881,0.6999999881,1.387358665,4.6833891869999995,-0.02396865375,-0.8262779117,4
251,1633705182471,351314,2,0.6379206777,-2.599446774,-13.84008408,0.6999999881,0.6999999881,1.387358665,4.6775593760000005,-0.028785848989999998,-0.8261239529000001,4
257,1633705182596,351314,2,0.6379206777,-2.602703571,-13.92512608,0.6999999881,0.6999999881,1.387358665,4.670672894,-0.034473717210000004,-0.8259062170999999,4
266,1633705182690,351314,2,0.6379206777,-2.609786749,-14.07353497,0.6999999881,0.6999999881,1.387358665,4.658165455,-0.044801216569999996,-0.8254103661,4
273,1633705182799,351314,2,0.6379206777,-2.609786749,-14.07353497,0.6999999881,0.6999999881,1.387358665,4.658165455,-0.044801216569999996,-0.8254103661,4
280,1633705182900,351314,2,0.6379206777,-2.61249876,-14.12116146,0.6999999881,0.6999999881,1.387358665,4.65252161,-0.04945827648,-0.8251444101000001,4
509,1633705187420,351354,3,0.5357572436,-8.46875,22.39062691,0.7133789063,1.793945313,0.8717722893000001,5.806138992,0.0,0.0,2
516,1633705187516,351354,3,0.5357572436,-8.46875,22.39062691,0.7133789063,1.793945313,0.8717722893000001,5.806138992,0.0,0.0,2
523,1633705187621,351354,3,0.5357572436,-8.46875,22.39062881,0.7133789063,1.793945313,0.8717722893000001,5.806138992,0.0,0.0,2
538,1633705187845,351354,3,0.6995192766,-9.825593948,23.07307816,1.7578125,0.6611328125,0.9062514305,2.290449619,-2.441175699,2.7852833269999997,2
546,1633705187938,351354,3,0.6995192766,-9.908444405,23.16267586,1.7578125,0.6611328125,0.9062514305,2.3447041509999997,-2.5886244769999998,2.648804426,2
555,1633705188061,351354,3,0.6995192766,-10.00127888,23.25266075,1.7578125,0.6611328125,0.9062514305,2.399507046,-2.7298259739999997,2.503036737,2
563,1633705188190,351354,3,0.6995192766,-10.29832649,23.49633408,1.7578125,0.6611328125,0.9062514305,2.501898289,-2.971371412,2.210903645,2
571,1633705188290,351354,3,0.6995192766,-10.29832649,23.49633408,1.7578125,0.6611328125,0.9062514305,2.501898289,-2.971371412,2.210903645,2
579,1633705188397,351361,2,0.6221454143999999,-3.46875,-18.50000191,0.6999999881,0.6999999881,1.4877171519999999,6.16453743,0.0,0.0,2
587,1633705188511,351361,2,0.6221454143999999,-3.468750238,-18.50000381,0.6999999881,0.6999999881,1.4877171519999999,6.16453743,0.0,0.0,2
596,1633705188639,351361,2,0.6221454143999999,-3.46875,-18.50000381,0.6999999881,0.6999999881,1.4877171519999999,6.16453743,0.0,0.0,2
605,1633705188766,351361,2,0.6221454143999999,-3.46875,-18.50000381,0.6999999881,0.6999999881,1.4877171519999999,6.16453743,0.0,0.0,2
635,1633705189201,351363,2,0.5622370839,-3.656095982,-19.015625,0.6999999881,0.6999999881,1.334365368,5.829816341,0.001567137893,0.0,2
643,1633705189321,351363,2,0.5622370839,-3.656036854,-19.01562691,0.6999999881,0.6999999881,1.334365368,5.829816341,0.001567159314,3.5e-11,2
651,1633705189427,351363,2,0.5622370839,-3.655990362,-19.01562881,0.6999999881,0.6999999881,1.334365368,5.829816341,0.0015671367290000001,5.84e-11,2
659,1633705189557,351363,2,0.5622370839,-3.6559267039999996,-19.01562881,0.6999999881,0.6999999881,1.334365368,5.829816341,0.001567129046,1.17e-11,2
667,1633705189666,351363,2,0.5622370839,-3.6558463569999997,-19.01562881,0.6999999881,0.6999999881,1.334365368,5.829816341,0.001567126717,-3.5e-11,2
781,1633705191783,351321,3,0.35123896600000004,-4.3337821960000005,19.48832703,2.252698421,2.362499952,1.4564580919999999,2.75439024,-2.359167814,1.7417076830000002,3
787,1633705191908,351321,3,0.6228966713,-5.143084049,19.88039017,0.7622070313,1.981445313,1.050841808,2.65673399,-3.7093746660000004,2.056064367,3
794,1633705192006,351321,3,0.6228966713,-5.512605667000001,20.15094757,0.7666015625,2.12109375,0.9972701073000001,2.6889605519999997,-3.891185045,2.2330622669999998,3
805,1633705192106,351321,3,0.6228966713,-5.686164856,20.24633408,0.7666015625,2.12109375,0.9972701073000001,2.6586356159999998,-3.973281145,2.083489895,4
812,1633705192213,351321,3,0.6228966713,-5.8054957389999995,20.30615807,0.7666015625,2.12109375,0.9972701073000001,2.696493626,-4.049293518,1.931610703,4
818,1633705192320,351321,3,0.6228966713,-5.943226814,20.36866188,0.7666015625,2.12109375,0.9972701073000001,2.734579563,-4.119906425,1.77602613,4
823,1633705192445,351321,3,0.5928966999,-6.937151909,21.30288124,0.29588890079999997,1.469083786,1.434001446,2.792526722,-4.051267147,2.734468937,3
829,1633705192563,351321,3,0.5928966999,-7.489645004,21.36780739,0.87890625,2.236328125,1.079078674,2.78173399,-4.302116871,2.435216665,3
835,1633705192685,351374,2,0.4765324593,29.37009621,1.7894660230000001,1.263671875,0.6923828125,1.931856155,2.571768284,-0.9717721343000001,0.7362523079000001,3
836,1633705192685,351321,3,0.6536959410000001,-7.928405762000001,21.62554169,0.7177734375,1.96875,1.154756069,2.689937115,-4.26757288,2.537303925,3
841,1633705192813,351374,2,0.5571664572,29.08943176,2.008689404,0.6999999881,0.6999999881,1.837384701,2.639639378,-1.124257445,0.8042863011,3
842,1633705192813,351321,3,0.6995673179999999,-8.726724625,22.22574997,0.21835899350000001,0.764673233,1.066835403,2.792526722,-4.957201481,3.2424519060000003,3
847,1633705192910,351374,2,0.6360427141,28.97572327,2.0952820780000003,0.6999999881,0.6999999881,1.965403557,2.525869846,-1.131103277,0.8095324039,3
848,1633705192910,351321,3,0.6695673466,-9.264493942,22.44939995,0.1154556274,0.46130371090000005,1.113766193,2.617993832,-5.510776043,3.341132402,3
853,1633705193025,351374,2,0.6841195822,28.78437805,2.1874973769999997,0.6999999881,0.6999999881,1.73072958,2.578604221,-1.220581055,0.8178068398999999,3
854,1633705193025,351321,3,0.6395673752000001,-9.524548531,23.05194092,0.08042526245,0.65716362,1.099010468,2.792526722,-4.50385952,3.872914314,3
859,1633705193146,351374,2,0.6841195822,28.6958828,2.258827209,0.6999999881,0.6999999881,1.7386012080000002,2.627432346,-1.194074035,0.8108177185,3
860,1633705193146,351321,3,0.6395673752000001,-10.116864199999998,22.98675728,0.7563476563,1.989257813,1.098434448,2.6870074269999997,-4.822618961,2.833165407,3
865,1633705193269,351374,2,0.6841195822,28.56261063,2.394850016,0.6999999881,0.6999999881,1.876758575,2.700186253,-1.208067894,0.8606491089,3
866,1633705193269,351321,3,0.6837440133,-10.60191917,23.233726500000003,0.6987304688,1.912109375,1.082828522,2.5913043019999997,-4.780311584,2.773790598,3
870,1633705193398,351374,2,0.6841195822,28.33699608,2.55243206,0.6999999881,0.6999999881,1.762719154,2.1127886769999997,-1.196071029,0.8508210778,3
871,1633705193398,351321,3,0.7284405231000001,-11.51551342,23.73501587,0.6997070313,1.981445313,1.045230865,2.6811480519999997,-4.939320087,2.675959587,3
876,1633705193503,351374,2,0.6841195822,28.22468185,2.640884638,0.6999999881,0.6999999881,1.9183263780000002,2.2592730519999997,-1.1924475429999999,0.8547400832,3
877,1633705193503,351321,3,0.7284405231000001,-11.71938705,23.84394073,0.6997070313,1.981445313,1.045230865,2.657209873,-4.971383572,2.615910769,4
882,1633705193605,351374,2,0.6841195822,28.08325386,2.7241256239999996,0.6999999881,0.6999999881,1.920871258,3.151068211,-1.205051303,0.8494292498,3
883,1633705193605,351321,3,0.7284405231000001,-11.8708992,23.92243195,0.6997070313,1.981445313,1.045230865,2.6703543659999998,-5.005337715,2.550341606,4
888,1633705193718,351374,2,0.6841195822,28.01237869,2.8321135039999996,0.6999999881,0.6999999881,1.825052261,2.9722809789999998,-1.170648694,0.8664774299,3
890,1633705193718,351321,3,0.7284405231000001,-12.0417099,24.00807571,0.6997070313,1.981445313,1.045230865,2.682776928,-5.036631583999999,2.487968445,4
894,1633705193854,351374,2,0.6841195822,27.88996696,2.90107584,0.6999999881,0.6999999881,1.830807686,3.0750641819999998,-1.178203464,0.8597075343,3
896,1633705193854,351321,3,0.7284405231000001,-12.29717827,24.13248253,0.6997070313,1.981445313,1.045230865,2.693884373,-5.063956738,2.431869745,4
900,1633705193949,351374,2,0.6841195822,27.76312637,2.9288256169999998,0.6999999881,0.6999999881,1.96116972,2.279780865,-1.206722021,0.8391732573999999,3
902,1633705193949,351321,3,0.7284405231000001,-12.70127869,24.32339096,0.6997070313,1.981445313,1.045230865,2.7064929010000003,-5.094214439,2.367832661,4
907,1633705194051,351374,2,0.6841195822,27.60718346,3.036699772,0.6999999881,0.6999999881,1.965141773,2.881826878,-1.254737377,0.8638190031,3
909,1633705194051,351321,3,0.7284405231000001,-13.13903522,24.52416992,0.6997070313,1.981445313,1.045230865,2.7186322210000005,-5.122582436,2.305818319,4
914,1633705194167,351374,2,0.6841195822,27.49039268,3.086459637,0.6999999881,0.6999999881,1.858719826,3.159353733,-1.263731122,0.8330355883,3
916,1633705194167,351321,3,0.7284405231000001,-13.588609699999997,24.72489548,0.6997070313,1.981445313,1.045230865,2.73130846,-5.151398181999999,2.240701914,4
922,1633705194285,351374,2,0.6841195822,27.4383831,3.120123625,0.6999999881,0.6999999881,1.858719826,2.57597208,-1.277860403,0.8111953139,4
923,1633705194285,351321,3,0.7284405231000001,-13.97298431,24.89036369,0.6997070313,1.981445313,1.045230865,2.7427563669999997,-5.176713467,2.181578875,4
928,1633705194386,351374,2,0.6841195822,27.09552956,3.396168709,0.6999999881,0.6999999881,1.890438557,2.2822222709999997,-1.2961169479999999,0.8827028275,3
933,1633705194509,351374,2,0.6841195822,27.00836563,3.4536628719999998,0.6999999881,0.6999999881,1.893869877,2.307124615,-1.26491034,0.8653975129000001,3
938,1633705194611,351374,2,0.6841195822,26.9452858,3.466219187,0.6999999881,0.6999999881,1.912436485,2.455562115,-1.226280689,0.8205281496,3
943,1633705194734,351374,2,0.6841195822,26.89033699,3.5025479789999996,0.6999999881,0.6999999881,1.912436485,2.563326359,-1.23558116,0.8064555526,4
948,1633705194859,351374,2,0.6841195822,26.65087318,3.7138772010000003,0.6999999881,0.6999999881,1.8172283169999999,2.3896441459999997,-1.252654672,0.8772558570000001,3
954,1633705194965,351374,2,0.6841195822,26.50700951,3.779090166,0.6999999881,0.6999999881,1.9443368909999998,1.8474078180000002,-1.2525985240000002,0.8418599963,3
