,Timestamp,ID,Label,Confidence,BBox_Position_X,BBox_Position_Y,BBox_Size_X,BBox_Size_Y,BBox_Size_Z,BBox_Yaw,Velocity_X,Velocity_Y,Tracking_Status
222,1633708902255,370559,2,0.6529447436,-4.795931816,26.22650909,0.6999999881,0.6999999881,1.1589393620000001,2.586905003,-1.064699531,0.9887211919,3
232,1633708902360,370559,2,0.6529447436,-4.864225864,26.40684509,0.6999999881,0.6999999881,1.2597026820000001,2.670401096,-1.0371108059999998,1.104960799,3
242,1633708902475,370559,2,0.6694711447,-4.985384464,26.47275734,0.6999999881,0.6999999881,1.2004570959999998,2.694571018,-1.07657373,1.039074898,3
251,1633708902596,370559,2,0.6694711447,-5.150814533,26.53739357,0.6999999881,0.6999999881,1.3377046590000001,2.63670969,-1.15008533,0.9754082561,3
261,1633708902703,370559,2,0.6694711447,-5.2690730089999995,26.61684418,0.6999999881,0.6999999881,1.1962895390000001,2.594229221,-1.1629676820000001,0.9580076933,3
272,1633708902838,370559,2,0.6694711447,-5.396869183,26.82609749,0.6999999881,0.6999999881,1.273838043,2.612295628,-1.070305824,0.9769456387000001,3
283,1633708902954,370559,2,0.6694711447,-5.577536583,26.883358,0.6999999881,0.6999999881,1.3854789730000001,2.564932346,-1.131610513,0.9364559054,3
294,1633708903055,370559,2,0.6694711447,-5.742204666,26.94197655,0.6999999881,0.6999999881,1.376307964,2.71874094,-1.1750744579999999,0.9088736773,3
304,1633708903171,370559,2,0.6694711447,-5.865497112000001,27.13157845,0.6999999881,0.6999999881,1.341529369,2.651602268,-1.177580714,0.9805763959999999,3
314,1633708903274,370559,2,0.6694711447,-5.928169727,27.25007629,0.6999999881,0.6999999881,1.317305565,2.777578831,-1.139928222,0.9996260404999999,3
323,1633708903387,370559,2,0.6694711447,-6.030349255,27.31518745,0.6999999881,0.6999999881,1.174895287,2.763662815,-1.13146925,0.9749431609999999,3
332,1633708903495,370559,2,0.6694711447,-6.125917912,27.43573952,0.6999999881,0.6999999881,1.435266972,2.662832737,-1.123019457,0.9943212270999999,3
341,1633708903602,370559,2,0.6694711447,-6.20494318,27.58290672,0.6999999881,0.6999999881,1.41398859,2.594229221,-1.122760534,1.056173801,3
351,1633708903737,370559,2,0.6694711447,-6.289497852,27.70387077,0.6999999881,0.6999999881,1.392045498,2.702139378,-1.117068172,1.08280623,3
359,1633708903822,370559,2,0.6694711447,-6.4393472670000005,27.75000381,0.6999999881,0.6999999881,1.244481564,2.70311594,-1.159563065,1.021397471,3
369,1633708903938,370559,2,0.6694711447,-6.5932612420000005,27.74655724,0.6999999881,0.6999999881,1.453210831,2.724600315,-1.195284009,0.9446859956,3
378,1633708904044,370559,2,0.6694711447,-6.689491272000001,27.89031792,0.6999999881,0.6999999881,1.43188715,2.9711823460000004,-1.162764549,0.9887855648999999,3
388,1633708904170,370559,2,0.6694711447,-6.979812622000001,28.13201904,0.6999999881,0.6999999881,1.4246630669999998,2.637686253,-1.209494472,0.9959789515,3
399,1633708904289,370559,2,0.6694711447,-7.130245686,28.25276756,0.6999999881,0.6999999881,1.3739895819999999,2.753653049,-1.20961678,1.026991725,3
409,1633708904411,370559,2,0.6694711447,-7.242848396,28.2668457,0.6999999881,0.6999999881,1.373252392,2.634756565,-1.2204893829999999,0.993311286,3
411,1633708904411,370580,3,0.6105499268,-7.865312099,20.46055222,0.3130741119,0.150302887,0.9654207229999999,1.0361986159999999,1.3421267270000001,2.266684771,2
418,1633708904543,370559,2,0.6694711447,-7.347074986,28.41034317,0.6999999881,0.6999999881,1.3432374,2.541006565,-1.234065294,1.011551142,3
430,1633708904637,370559,2,0.6694711447,-7.400120735,28.453411100000004,0.6999999881,0.6999999881,1.3432374,2.4646105769999997,-1.243769765,0.9995949268000001,4
438,1633708904748,370559,2,0.6694711447,-7.57311821,28.54053497,0.6999999881,0.6999999881,1.313220978,2.61327219,-1.226609707,0.9956709145999999,3
445,1633708904876,370559,2,0.6694711447,-7.775344849,28.73836708,0.6999999881,0.6999999881,1.2635674479999999,2.8764557839999996,-1.164672852,0.9854831695999999,3
446,1633708904876,370580,3,0.7352013587999999,-9.466418266,21.13623428,1.611328125,0.6640625,0.9628272056999999,2.4759001730000003,-2.255705357,1.7713303569999999,2
453,1633708904978,370559,2,0.6694711447,-7.935286522,28.79095459,0.6999999881,0.6999999881,1.266830444,2.995108128,-1.20569253,0.933452189,3
454,1633708904978,370580,3,0.7352013587999999,-9.542302132,21.19273186,1.611328125,0.6640625,0.9628272056999999,2.52884531,-2.3462846280000003,1.649474263,2
461,1633708905086,370559,2,0.6694711447,-8.033546448,28.877569199999996,0.6999999881,0.6999999881,1.4200143809999999,2.67186594,-1.205736399,0.9347890019,3
462,1633708905086,370580,3,0.7352013587999999,-9.620079041,21.24463272,1.611328125,0.6640625,0.9628272056999999,2.578037739,-2.424554348,1.532107115,2
472,1633708905205,370559,2,0.6694711447,-8.087202072,28.91881943,0.6999999881,0.6999999881,1.4200143809999999,2.4905037880000003,-1.2135447259999999,0.9246297479000001,4
480,1633708905306,370580,3,0.7352013587999999,-10.24708939,21.45677567,0.71875,1.890625,0.9151949883,2.5809273719999997,-2.229670048,1.399956465,2
481,1633708905306,370559,2,0.6694711447,-8.126146317,28.94824219,0.6999999881,0.6999999881,1.4200143809999999,2.498882771,-1.2212505340000002,0.9144280553,4
488,1633708905407,370580,3,0.7352013587999999,-10.3140316,21.4968853,0.71875,1.890625,0.9151949883,2.6242089269999997,-2.288155556,1.3021719459999999,2
489,1633708905407,370559,2,0.6694711447,-8.168717383999999,28.97986031,0.6999999881,0.6999999881,1.4200143809999999,2.506630421,-1.2282984259999998,0.9049388765999999,4
499,1633708905507,370559,2,0.6694711447,-8.377821922,29.35426521,0.6999999881,0.6999999881,1.335402489,2.610342503,-1.1784020659999999,0.9810034037,3
500,1633708905507,370580,3,0.7352013587999999,-10.40481377,21.54569244,0.71875,1.890625,0.9151949883,2.6730904580000003,-2.349048376,1.188814878,2
507,1633708905626,370559,2,0.6694711447,-8.513140678,29.42152405,0.6999999881,0.6999999881,1.3170218470000001,2.510244846,-1.171857715,0.9941106439,3
516,1633708905742,370559,2,0.6694711447,-8.56408596,29.46469879,0.6999999881,0.6999999881,1.3170218470000001,2.439044476,-1.172821283,0.9929739833,4
517,1633708905742,370580,3,0.7352013587999999,-11.18441677,22.04824829,0.74609375,1.934570313,0.9033484459000001,2.624405384,-2.43717742,1.386346936,2
524,1633708905848,370559,2,0.6694711447,-8.824225426,29.48693466,0.6999999881,0.6999999881,1.437437296,2.846187115,-1.209978819,0.8885026573999999,3
526,1633708905848,370580,3,0.7352013587999999,-11.27109337,22.09529305,0.74609375,1.934570313,0.9033484459000001,2.66613245,-2.492886782,1.283474565,2
533,1633708905951,370559,2,0.6694711447,-8.868932724,29.51953697,0.6999999881,0.6999999881,1.437437296,2.5149636269999998,-1.215953827,0.8803081512,4
535,1633708905951,370580,3,0.7352013587999999,-11.35659504,22.13760948,0.74609375,1.934570313,0.9033484459000001,2.6979460719999997,-2.532450914,1.2035295959999999,2
544,1633708906051,370559,2,0.6694711447,-8.908460617000001,29.54791832,0.6999999881,0.6999999881,1.437437296,2.522921085,-1.222921133,0.8706032634,4
552,1633708906153,370580,3,0.7052013873999999,-10.31554413,18.51424408,0.1413173676,0.461476326,1.032803535,4.881262302,0.9938862324,-5.829368591000001,2
553,1633708906153,370559,2,0.6694711447,-8.992761612,29.60702705,0.6999999881,0.6999999881,1.437437296,2.537790775,-1.235731006,0.8523232937,4
560,1633708906274,370580,3,0.7052013873999999,-10.30725479,18.39073181,0.1413173676,0.461476326,1.032803535,4.668051243,-0.2621079683,-5.907677174,2
561,1633708906274,370559,2,0.6694711447,-9.075690268999999,29.66374588,0.6999999881,0.6999999881,1.437437296,2.5454545019999997,-1.24222672,0.8428280354000001,4
570,1633708906374,370580,3,0.7052013873999999,-10.34090805,18.17507362,0.1413173676,0.461476326,1.032803535,4.4469094280000006,-1.551535249,-5.706320286,2
571,1633708906374,370559,2,0.6694711447,-9.188007355,29.73929977,0.6999999881,0.6999999881,1.437437296,2.553403378,-1.248886585,0.8329278827,4
573,1633708906374,370597,2,0.5381986499,13.078125,13.20312691,0.6999999881,0.6999999881,1.683928967,0.7236328125,0.0,0.0,2
581,1633708906480,370580,3,0.7052013873999999,-10.48125267,17.81795692,0.1413173676,0.461476326,1.032803535,4.229776858999999,-2.7444224360000002,-5.238081455,2
582,1633708906480,370559,2,0.6694711447,-9.310729027,29.82049942,0.6999999881,0.6999999881,1.437437296,2.5612082480000002,-1.25534904,0.8231554031,4
589,1633708906589,370597,2,0.5381986499,13.11945343,13.10476398,0.6999999881,0.6999999881,1.68510294,5.57469368,0.22519612309999998,-0.340698272,2
590,1633708906589,370559,2,0.6694711447,-9.423597336,29.89395714,0.6999999881,0.6999999881,1.437437296,2.568725109,-1.261501312,0.8136957288,4
598,1633708906684,370597,2,0.5381986499,13.12720013,13.09285545,0.6999999881,0.6999999881,1.68510294,5.57469368,0.2200798541,-0.34402549270000005,2
599,1633708906684,370559,2,0.6694711447,-9.520535469,29.95596695,0.6999999881,0.6999999881,1.437437296,2.576642513,-1.267903924,0.8036828040999999,4
610,1633708906792,370559,2,0.6694711447,-9.58700943,29.99774742,0.6999999881,0.6999999881,1.437437296,2.58447504,-1.274160385,0.7937264442,4
634,1633708907107,370597,2,0.5381986499,13.0300951,13.12317657,0.6999999881,0.6999999881,1.6766500469999999,3.877432585,-0.08218203485,-0.1140671223,2
655,1633708907344,370597,2,0.5081986785,12.85262299,13.29196644,0.4306812286,0.11836051939999999,1.556818485,1.57079649,-0.1051473394,0.2373341918,2
665,1633708907450,370597,2,0.5081986785,12.84885597,13.2987318,0.4306812286,0.11836051939999999,1.556818485,1.57079649,-0.1472268105,0.2137937546,2
678,1633708907548,370597,2,0.5081986785,12.84241772,13.30630398,0.11836051939999999,0.4306812286,1.556818485,3.141592503,-0.18752320109999998,0.17949526010000003,2
688,1633708907651,370597,2,0.5081986785,12.83067703,13.31536007,0.11836051939999999,0.4306812286,1.556818485,3.141592503,-0.2209688127,0.1362214088,2
698,1633708907764,370597,2,0.5081986785,12.8144455,13.32337189,0.11836051939999999,0.4306812286,1.556818485,3.141592503,-0.2423540801,0.09299474210000001,2
734,1633708908179,370625,2,0.5070237517,12.95312691,13.23437595,0.6999999881,0.6999999881,1.6625614169999998,5.502428055,0.0,0.0,2
743,1633708908282,370625,2,0.5070237517,12.95312691,13.23437691,0.6999999881,0.6999999881,1.6625614169999998,5.502428055,0.0,0.0,2
751,1633708908397,370625,2,0.5070237517,12.95312691,13.23437691,0.6999999881,0.6999999881,1.6625614169999998,5.502428055,0.0,0.0,2
759,1633708908505,370625,2,0.5070237517,12.95312691,13.23437691,0.6999999881,0.6999999881,1.6625614169999998,5.502428055,0.0,0.0,2
1142,1633708914166,370622,2,0.5,10.56434727,29.89517021,0.8126193285,1.364842176,0.7441277504000001,3.7253251080000003,-3.7582683560000003,0.6380087137,3
1150,1633708914288,370622,2,0.5,10.57160568,29.88242531,0.46822643280000004,0.2524871826,0.7537169456,3.141592503,-3.452059746,0.5934236646,3
1158,1633708914395,370622,2,0.5,10.5742712,29.89565086,0.4944152832,0.243473053,0.7444324493000001,3.316125393,-3.189953327,0.5777874589,3
1166,1633708914513,370622,2,0.5,10.586923599999999,29.87339592,0.46303844450000003,0.2677593231,0.748541832,3.141592503,-2.762334585,0.5117070675,3
1173,1633708914640,370622,2,0.5,10.586923599999999,29.87339592,0.46303844450000003,0.2677593231,0.748541832,3.141592503,-2.762334585,0.5117070675,3
1180,1633708914742,370622,2,0.5,10.5834198,29.88815117,0.5069580078,0.1644077301,0.7517380714,3.490658283,-2.436524153,0.47919607159999994,3
1188,1633708914845,370622,2,0.5,10.58923244,29.89158249,0.49443721770000004,0.2451915741,0.7526516914,3.316125393,-2.30125618,0.4654406905,3
1190,1633708914845,370677,2,0.5490910411,-19.81250191,8.296875,0.6999999881,0.6999999881,1.65734005,0.681640625,0.0,0.0,2
1197,1633708914950,370622,2,0.5,10.59629536,29.87791061,0.46740341189999995,0.2695579529,0.7467150687999999,3.141592503,-2.178348064,0.4391500056,3
1206,1633708915055,370622,2,0.5,10.60189533,29.86543465,0.4974536896,0.11954498289999999,0.6500425339,3.665191174,-2.0675983430000002,0.4162819386,3
1224,1633708915268,370622,2,0.5,10.67172909,29.89832687,0.4680557251,0.2583618164,0.7438235283,0.0,0.48899966479999996,0.41022256020000003,3
1225,1633708915268,370677,2,0.6525691152,-19.44005775,8.699310302999999,0.6999999881,0.6999999881,1.7236649990000001,0.8286437987999999,0.8992295861,0.9805737137999999,2
1233,1633708915376,370622,2,0.5,10.6371727,29.89173317,0.4805660248,0.2670898438,0.6730370522,0.6981320381,0.2761008739,0.05053246766,3
1234,1633708915376,370677,2,0.6525691152,-19.41123772,8.731025696,0.6999999881,0.6999999881,1.7236649990000001,0.8377394676000001,0.8902737498000001,0.9887118936,2
1242,1633708915500,370622,2,0.5,10.62773418,29.9066658,0.5030078888,0.2267246246,0.7447371482999999,0.3490653038,0.11802154779999999,-0.0005522294667999999,3
1243,1633708915500,370677,2,0.6525691152,-19.38080025,8.765156746,0.6999999881,0.6999999881,1.7236649990000001,0.8473076820000001,0.8807727695,0.997185111,2
1252,1633708915608,370622,2,0.5,10.64819145,29.87374306,0.127790451,0.4941368103,0.7454981804,5.235987186,0.11497261380000001,-0.07793275267000001,3
1253,1633708915608,370677,2,0.6525691152,-19.34008789,8.811717987,0.6999999881,0.6999999881,1.7236649990000001,0.8571605682,0.8709053993000001,1.005814791,2
1260,1633708915712,370622,2,0.5,10.64607525,29.88000298,0.494093895,0.2414054871,0.7486939429999999,0.1745324135,0.08736307919,-0.013607088480000003,3
1267,1633708915840,370622,2,0.5,10.65074158,29.86167336,0.5028877258,0.1111469269,0.7508249283,0.5235981941,0.07255220412999999,-0.007646440528,3
1274,1633708915941,370622,2,0.5,10.6328764,29.89292717,0.4901981354,0.2410030365,0.7476286888,0.5235981941,0.05269706249,-0.004490652587,3
1281,1633708916069,370622,2,0.5,10.62588787,29.90440941,0.48758888240000003,0.250541687,0.7451934814,0.5235981941,0.044569838789999996,-0.0030581082679999997,3
1288,1633708916178,370622,2,0.5,10.64075851,29.87898445,0.4682197571,0.2643604279,0.7494549751,0.0,0.04550812393,-0.0028937100429999997,3
1295,1633708916290,370622,2,0.5,10.648036,29.86195564,0.46670818329999997,0.2537174225,0.7512817383,0.0,0.04408083484,-0.002448710147,3
1298,1633708916290,370686,2,0.5975435971999999,-18.12500191,9.28125,0.6999999881,0.6999999881,1.693240166,0.1785888672,0.0,0.0,2
1302,1633708916407,370622,2,0.5,10.63989735,29.87227631,0.49925041200000003,0.1460285187,0.7509770393,0.5235981941,0.03401392326,-0.001537693781,3
1310,1633708916505,370622,2,0.5,10.63608265,29.89591217,0.5055046082,0.2304515839,0.7456498145999999,0.3490653038,0.030872188510000002,-0.001283210004,3
1318,1633708916606,370622,2,0.5,10.64473152,29.86766624,0.5036029815999999,0.1078777313,0.748541832,0.5235981941,0.031709052620000004,-0.001149366261,3
1326,1633708916708,370622,2,0.5,10.62755966,29.8966217,0.5004501343,0.2338275909,0.7465634346,0.5235981941,0.024316644300000002,-0.0008139020065,3
1330,1633708916708,370686,2,0.5975435971999999,-17.43656921,9.482465744,0.6999999881,0.6999999881,1.7362113000000001,0.2940354347,1.296872139,0.3927098215,2
1334,1633708916839,370622,2,0.5,10.62311649,29.90232086,0.5006408690999999,0.2467384338,0.7509770393,0.5235981941,0.02102652565,-0.0006198006448999999,3
1342,1633708916953,370622,2,0.5,10.63971996,29.87683678,0.49038887020000005,0.15036964419999999,0.7486939429999999,0.5235981941,0.02585300989,-0.0007198072271,3
1346,1633708916953,370686,2,0.5975435971999999,-17.25775528,9.636053085,0.6999999881,0.6999999881,1.7914576530000001,0.3967924118,1.237524748,0.5185444951,2
1350,1633708917066,370622,2,0.5,10.64502907,29.86646461,0.4706087112,0.2776145935,0.7409315109000001,0.0,0.024341922250000002,-0.0005989614874,3
1354,1633708917066,370686,2,0.5975435971999999,-17.21873474,9.652575492999999,0.6999999881,0.6999999881,1.7914576530000001,0.40436506270000006,1.233562469,0.5279010534,2
1359,1633708917169,370622,2,0.5,10.63018036,29.88951683,0.5049362183,0.2492752075,0.7544779778,0.5235981941,0.042421117419999994,-0.0009506968199,3
1363,1633708917169,370686,2,0.5975435971999999,-17.17460251,9.671664238,0.6999999881,0.6999999881,1.7914576530000001,0.4121527672,1.229414225,0.5374911427,2
1364,1633708917169,370689,2,0.5098407268999999,13.04687691,13.15625191,0.6999999881,0.6999999881,1.6512904169999998,5.579576492,0.0,0.0,2
1368,1633708917270,370622,2,0.5,10.64295292,29.87136269,0.46544456479999996,0.2600250244,0.7429103851000001,0.0,0.05768690258,-0.001130133751,3
1373,1633708917270,370689,2,0.5098407268999999,13.04687691,13.15625286,0.6999999881,0.6999999881,1.6512904169999998,5.579576492,0.0,0.0,2
1377,1633708917374,370622,2,0.5,10.62870979,29.8897686,0.5042419434000001,0.24034500120000002,0.7450413704000001,0.5235981941,0.03668082505,-0.0006743383128,3
1382,1633708917374,370689,2,0.5098407268999999,13.04687691,13.15625381,0.6999999881,0.6999999881,1.6512904169999998,5.579576492,0.0,0.0,2
1386,1633708917482,370622,2,0.5,10.63916302,29.87256432,0.47269725799999995,0.2709140778,0.7448892593,0.0,0.023630954330000002,-0.0003956784203,3
1391,1633708917482,370689,2,0.5098407268999999,13.04687691,13.15625381,0.6999999881,0.6999999881,1.6512904169999998,5.579576492,0.0,0.0,2
1395,1633708917610,370622,2,0.5,10.63817501,29.87195778,0.4894733429,0.2155237198,0.7483897209,0.6981320381,0.01311789081,-0.00017785804809999998,3
1404,1633708917726,370622,2,0.5,10.64267921,29.87055016,0.5017929077000001,0.1734333038,0.7488465309000001,0.3490653038,0.008410622365999999,-0.00010384283809999999,3
1407,1633708917726,370686,2,0.5746319294,-16.10983467,9.822402,0.6999999881,0.6999999881,1.551173925,0.1799316406,1.295289636,0.34391763810000003,3
1414,1633708917845,370622,2,0.5,10.64722443,29.86664581,0.46745014189999995,0.26249313350000003,0.7517380714,0.0,0.004236334935,-4.66e-05,3
1417,1633708917845,370686,2,0.5746319294,-16.05400085,9.837123871000001,0.6999999881,0.6999999881,1.551173925,0.2559118271,1.296524167,0.3392340839,4
1422,1633708917952,370622,2,0.5,10.65242767,29.85542107,0.4979572296,0.117061615,0.7572174072,0.5235981941,0.005951550789,-5.9499999999999996e-05,3
1425,1633708917952,370686,2,0.5746319294,-16.012744899999998,9.847841263,0.6999999881,0.6999999881,1.551173925,0.2522273064,1.297765493,0.33445462579999996,4
1433,1633708918073,370686,2,0.5746319294,-15.96644783,9.859683037,0.6999999881,0.6999999881,1.551173925,0.2486195564,1.298963666,0.3297702968,4
1439,1633708918199,370622,2,0.5,10.61979675,29.88995552,0.5002288818,0.24363136289999998,0.748085022,0.5235981941,0.01460311469,-0.0001111753809,3
1440,1633708918199,370686,2,0.5915339589,-15.45953941,9.883111,0.6999999881,0.6999999881,1.726386547,0.05178833008000001,1.429807186,0.31667089460000003,3
1447,1633708918340,370622,2,0.5,10.63769722,29.86867332,0.4737138748,0.2434387207,0.7496070862,0.0,0.008241458796,-5.550000000000001e-05,3
1448,1633708918340,370686,2,0.5915339589,-15.39803123,9.89654541,0.6999999881,0.6999999881,1.726386547,0.211892128,1.431702256,0.3079895675,4
1455,1633708918457,370622,2,0.5,10.6429491,29.86469269,0.4663209915,0.2721176147,0.7426056862,0.0,0.013635827230000003,-8.190000000000001e-05,3
1456,1633708918457,370686,2,0.5915339589,-15.25914478,9.905138016,0.6999999881,0.6999999881,1.6679940219999998,6.2653479579999996,1.35342288,0.2569096982,3
1463,1633708918569,370622,2,0.5,10.64689159,29.85928917,0.4655447006,0.2496681213,0.749150753,0.0,0.010910680520000002,-5.9999999999999995e-05,3
1464,1633708918569,370686,2,0.5915339589,-15.05464077,9.799777985,0.6999999881,0.6999999881,1.755142212,0.1700439453,1.3483531480000002,0.1737625748,3
1471,1633708918702,370622,2,0.5,10.63444328,29.88832855,0.49508285520000006,0.2465591431,0.7506728172,0.5235981941,0.01676356792,-8.55e-05,3
1472,1633708918702,370686,2,0.6044921875,-15.03799534,10.09454536,0.6999999881,0.6999999881,1.698224306,0.06100463867000001,1.289206386,0.33608505130000005,3
1479,1633708918807,370622,2,0.5,10.62845707,29.90402222,0.5132884979,0.27840423579999996,0.7454981804,0.3490653038,0.02096321061,-9.27e-05,3
1480,1633708918807,370686,2,0.6322866678,-14.97262287,10.01626873,0.7745460272,1.339312792,1.7662253380000001,0.003301620483,1.241040707,0.26897865530000004,3
1481,1633708918807,370700,2,0.5160381794,13.21875,13.43750191,0.6999999881,0.6999999881,1.593739033,0.6787109375,0.0,0.0,2
1488,1633708918894,370622,2,0.5,10.63964653,29.88667107,0.49397850039999996,0.23753929140000002,0.7468676567,0.1745324135,0.013286531899999999,-5e-05,3
1489,1633708918894,370686,2,0.6322866678,-14.74431324,10.23371506,0.6999999881,0.6999999881,1.739855051,0.1292724609,1.333014607,0.3226947188,3
1490,1633708918894,370700,2,0.4860381782,13.18763351,13.49147606,0.6233754158,0.1148777008,1.607822895,1.91986227,-0.02447681129,0.3054745793,2
1496,1633708918996,370622,2,0.5,10.63964653,29.88667107,0.49397850039999996,0.23753929140000002,0.7468676567,0.1745324135,0.013286531899999999,-5e-05,3
1497,1633708918996,370686,2,0.6322866678,-14.74431324,10.23371506,0.6999999881,0.6999999881,1.739855051,0.1292724609,1.333014607,0.3226947188,3
1498,1633708918996,370700,2,0.4860381782,13.18763351,13.49147606,0.6233754158,0.1148777008,1.607822895,1.91986227,-0.02447681129,0.3054745793,2
1504,1633708919101,370622,2,0.5,10.64548016,29.87189102,0.47040271759999996,0.2691993713,0.7473244667,0.0,0.010293671859999999,-3.4e-05,3
1505,1633708919101,370686,2,0.6022866964,-14.63995075,10.19951439,0.1946935654,0.6265487671,1.752535582,0.34906578060000004,1.347220778,0.28250288960000003,3
1513,1633708919231,370622,2,0.5,10.63907433,29.88477707,0.5074386597,0.2568302155,0.7453455925,0.3490653038,0.013484541330000002,-3.63e-05,3
1515,1633708919231,370686,2,0.6022866964,-14.49354649,10.18774319,0.6999999881,0.6999999881,1.78847456,0.18352794649999998,1.335513473,0.2478935868,4
1516,1633708919231,370700,2,0.5068359375,13.1558609,13.40703964,0.6999999881,0.6999999881,1.464389801,3.942373753,-0.12194675210000001,-0.113211669,2
1522,1633708919337,370622,2,0.5,10.64550972,29.86616325,0.5085430145000001,0.12137222289999999,0.7494549751,0.5235981941,0.01788784377,-4.4e-05,3
1524,1633708919337,370686,2,0.572286725,-14.44764423,10.4128828,0.046624183650000005,0.3591194153,1.447898626,0.34906578060000004,1.168578982,0.4036770463,3
1525,1633708919337,370700,2,0.5068359375,13.15165234,13.40347672,0.6999999881,0.6999999881,1.464389801,3.942373753,-0.1319567561,-0.10136719050000001,2
1532,1633708919442,370622,2,0.5,10.62933922,29.89422226,0.5023937225,0.24641609190000002,0.7511296272,0.5235981941,0.01963271946,-4.41e-05,3
1535,1633708919442,370686,2,0.572286725,-14.39807415,10.43026638,0.046624183650000005,0.3591194153,1.447898626,0.3421440125,1.164676785,0.4148010612,4
1536,1633708919442,370700,2,0.5068359375,13.14680958,13.40010834,0.6999999881,0.6999999881,1.464389801,3.942373753,-0.14101770519999998,-0.08832849562,2
1542,1633708919541,370622,2,0.5,10.62517071,29.88563538,0.5391025543,0.257894516,0.7439761162,0.1745324135,0.015754034740000002,-3.26e-05,3
1545,1633708919541,370686,2,0.572286725,-14.2600584,10.31082344,0.6999999881,0.6999999881,1.640832186,0.2022705078,1.114380479,0.2722085714,3
1546,1633708919541,370700,2,0.5068359375,13.13974571,13.39615059,0.6999999881,0.6999999881,1.464389801,3.942373753,-0.1489630044,-0.07414815575,2
1550,1633708919677,370622,2,0.5,10.63913155,29.8700943,0.4674863815,0.2680912018,0.7506728172,0.0,0.008291494101,-1.4499999999999998e-05,3
1553,1633708919677,370686,2,0.572286725,-14.21767426,10.32115078,0.6999999881,0.6999999881,1.640832186,0.2386250496,1.114639282,0.2711471915,4
